red_4_month,red_5_month,red_6_month,red_8_month,red_9_month,id,elevation_contour,district_name,soil_name,productivity
,0.2,,0.132,,6784,1847,29,39,3.6
0.096,,0.082,,0.08700000000000001,6785,1847,29,39,3.6
,0.091,,,0.08,6786,1847,29,39,3.6
,0.10300000000000001,,0.06033333333333333,0.067,6787,1847,29,39,3.6
0.006,0.012,0.01,0.014,0.013000000000000001,6788,749,8,57,2.5
,0.12,,0.074,,6791,1862,29,39,3.4
0.054,,0.048,,0.051000000000000004,6792,1862,29,39,3.4
0.01,0.056,0.025,0.019,0.0295,6793,1862,29,39,3.4
,0.06,,0.036333333333333336,0.039,6794,1862,29,39,3.4
0.052000000000000005,0.081,0.07100000000000001,0.028,0.027,6820,1336,4,57,1.5
0.097,,0.358,,0.149,6823,1235,31,36,3.1
0.14400000000000002,0.124,0.129,0.077,0.07,6824,852,8,56,4.262
,0.131,,0.111,,6832,2119,29,24,1.8
0.006,,0.08600000000000001,,0.068,6833,2119,29,24,1.8
,0.06,,,0.042,6834,2119,29,24,1.8
,0.083,,0.04066666666666666,0.034,6835,2119,29,24,1.8
0.045,0.0625,0.064,0.03,0.027,6838,1011,17,57,1.6
,0.07,,0.056,,6841,1965,29,24,2.4
0.029,,0.037,,0.038,6842,1965,29,24,2.4
,0.034,,,0.031,6843,1965,29,24,2.4
,0.037,,0.022000000000000002,0.024,6844,1965,29,24,2.4
0.069,0.1375,0.161,0.08,0.07100000000000001,6849,1424,24,56,1.612
0.012,0.029,0.03,0.02,0.019,6885,1379,24,56,1.5
0.031,0.0655,0.06,0.065,0.056,6894,1338,24,56,1.5
0.14100000000000001,0.292,0.301,,,6908,1674,24,15,1.6
,0.296,,0.231,,6918,2010,29,30,2.0
0.063,,0.183,,0.164,6919,2010,29,30,2.0
,0.209,,,0.139,6920,2010,29,30,2.0
,0.20400000000000001,,0.11666666666666668,0.114,6921,2010,29,30,2.0
0.097,0.106,0.085,0.045,0.041,6949,817,8,57,2.124
0.032,0.042,0.074,0.027,0.025,6988,1181,17,57,1.616
0.039,0.075,0.085,0.022,0.02,7007,1505,24,56,8.5
0.163,0.213,0.154,0.075,0.07,7013,856,8,57,2.1
0.033,0.059000000000000004,0.061,0.027,0.027,7014,1149,17,57,1.6
0.10400000000000001,0.149,0.106,0.048,0.046,7124,834,8,57,2.5
0.196,0.222,0.152,0.112,0.08700000000000001,7129,1087,8,57,1.4
0.056,0.074,0.097,0.033,,7150,1233,17,57,1.6
,,,0.024,0.022,7151,821,8,57,2.2
,0.051000000000000004,0.07100000000000001,0.023,0.022,7165,1369,17,57,3.47
0.053,0.116,0.177,0.088,0.058,7166,1915,24,56,1.6
0.106,0.20800000000000002,0.323,0.083,0.061,7176,1562,24,31,5.9
0.067,0.12,0.178,0.075,0.046,7178,1583,24,31,5.9
0.04,,0.147,,0.052000000000000005,7179,1381,31,39,3.7
0.017,0.046,0.025,0.015,0.014,7180,734,8,57,3.1
0.042,0.111,0.046,0.027,0.027,7188,726,8,3,4.7
0.089,0.195,0.109,0.049,0.043000000000000003,7193,745,8,57,3.1
0.12,0.189,0.20500000000000002,0.051000000000000004,0.066,7196,1580,17,56,14.2
0.093,,0.227,,,7199,1869,24,15,4.1
,,,0.003,,7203,753,8,57,3.1
0.042,,0.15,0.041,,7208,1857,24,15,9.7
0.033,0.094,0.041,0.025,0.017,7224,788,8,57,3.1
0.098,0.061,0.171,,0.099,7245,2256,24,59,9.8
0.105,0.052000000000000005,0.211,,0.128,7250,2061,24,15,9.8
0.069,,0.179,0.069,0.1,7254,2066,24,15,4.1
0.032,,,0.032,,7261,989,28,56,7.8
0.132,0.257,0.34700000000000003,0.053,,7270,1994,24,56,13.6
0.146,0.397,0.31,0.146,0.121,7275,1929,24,31,5.4
0.06,0.08,0.066,0.054,0.051000000000000004,7276,1034,28,56,7.8
0.04,0.063,0.055,0.031,0.03,7278,1137,17,57,1.616
0.021,0.037,0.044,0.046,0.038,7279,1081,17,54,1.6
0.176,0.248,0.28,0.20700000000000002,0.23700000000000002,7285,1088,17,54,1.6
0.11900000000000001,0.145,0.111,,0.068,7286,1008,28,57,7.5
0.038,0.07,0.026000000000000002,0.017,0.015,7292,794,8,57,3.7
0.052000000000000005,0.097,0.099,0.039,0.037,7294,1160,17,57,1.6
0.049,0.097,0.079,0.041,0.039,7322,1042,8,56,8.2
0.018000000000000002,0.028,0.018000000000000002,,,7327,824,8,56,4.1
0.07,,0.08600000000000001,,,7329,923,28,57,3.2
0.022,0.025,0.026000000000000002,0.013000000000000001,0.012,7335,1194,17,57,1.6
0.005,0.005,0.007,0.005,0.005,7343,988,28,57,3.2
0.017,0.019,0.02,0.014,0.013000000000000001,7344,942,28,57,1.6
0.055,0.083,0.18,0.022,0.045,7350,1907,24,56,8.9
0.023,,0.07200000000000001,0.002,,7352,1999,24,56,8.9
0.041,0.08,0.136,0.018000000000000002,0.037,7353,1903,24,56,8.9
0.152,0.342,0.451,,0.107,7354,1951,24,56,3.3
0.11,0.305,0.418,,0.111,7357,1988,24,56,3.3
0.082,0.193,0.303,,0.07100000000000001,7359,1988,24,56,3.3
,0.301,0.456,0.192,0.11900000000000001,7370,1729,24,56,3.3
0.163,0.34900000000000003,0.243,0.075,0.07100000000000001,7371,1088,8,56,4.8
0.217,0.366,0.542,0.212,0.146,7376,1729,24,56,3.3
,0.045,,0.105,,7386,2975,2,6,2.4
,0.081,0.11,0.085,,7387,2975,2,6,2.4
,0.089,,0.087,0.076,7388,2975,2,6,2.4
0.04,,,,0.049,7389,1248,31,36,1.519
0.217,0.38,0.524,0.192,0.137,7390,1719,24,56,3.3
,,0.15,0.128,0.099,7395,1925,24,15,3.3
,,,0.089,,7398,1733,24,56,3.3
0.007,0.015,0.022,0.003,0.005,7456,1862,24,56,3.3
0.059000000000000004,0.20800000000000002,0.359,0.097,0.075,7485,1754,24,56,3.3
0.135,0.263,0.228,0.101,0.083,7489,1109,8,56,4.5
0.094,0.23,0.484,0.137,0.1,7490,1707,24,56,3.3
0.078,0.183,0.484,0.162,0.124,7491,1707,24,56,3.3
0.25,0.41400000000000003,0.5730000000000001,0.159,0.133,7494,1662,24,56,3.3
0.015,0.025,0.026000000000000002,0.011,0.01,7495,1100,17,57,1.6
0.057,0.128,0.179,0.063,0.044,7498,1672,24,33,3.3
0.078,0.123,0.168,0.04,0.037,7513,1434,17,56,10.7
0.045,0.11,0.279,0.054,0.051000000000000004,7515,1394,17,56,10.7
0.031,0.051000000000000004,0.053,0.016,0.016,7516,1319,17,56,11.6
0.039,0.08600000000000001,0.127,0.098,0.07,7525,1824,24,33,1.9
0.162,0.323,0.401,0.244,0.181,7526,1501,8,17,4.5
0.016,0.033,0.042,0.019,0.016,7528,1799,24,27,6.1
0.041,0.097,0.136,0.106,0.07200000000000001,7531,1676,24,33,1.9
0.036000000000000004,,,0.079,,7532,1793,24,33,2.5
0.36,,,,,7533,1495,17,33,3.923
0.20800000000000002,0.198,,0.074,0.065,7536,1144,17,54,1.6
0.128,0.117,0.082,0.051000000000000004,0.046,7537,1144,17,54,1.6
0.0675,0.13566666666666669,0.08866666666666667,0.0495,0.0465,7538,1144,17,54,1.6
0.11900000000000001,,,0.057333333333333326,0.05,7539,1144,17,54,1.6
0.0,0.0,0.0,0.0,0.0,7550,826,17,54,1.6
0.0,0.0,0.0,0.0,,7551,801,17,54,1.6
0.002,0.005,0.01,0.006,,7556,1664,24,27,7.7
0.049,0.115,0.293,0.095,0.067,7560,1456,24,33,3.3
0.049,0.07100000000000001,0.082,,,7566,1342,17,56,1.6
0.055,0.109,0.169,0.055,0.041,7575,1451,17,33,3.3
0.012,0.026000000000000002,0.021,0.016,0.017,7576,846,17,54,4.8
0.015,,0.02,,,7578,877,17,54,6.6
0.022,0.067,0.107,0.048,0.032,7584,1950,24,27,7.7
,0.057,,0.179,,7602,3140,2,32,2.5
,0.135,0.183,0.14100000000000001,,7603,3140,2,32,2.5
,0.157,,0.1405,0.11800000000000001,7604,3140,2,32,2.5
,,,,,7610,1241,17,56,1.6
0.003,0.006,0.011,0.004,0.003,7621,1256,17,56,1.6
0.044,0.081,0.095,0.024,0.023,7627,1266,17,57,1.6
0.005,0.011,0.021,0.005,0.004,7635,1281,17,56,1.6
0.037,0.098,0.052000000000000005,0.055,0.039,7636,965,17,54,1.6
0.059000000000000004,0.11900000000000001,0.076,0.073,0.057,7638,864,17,54,6.6
0.02,0.047,0.063,0.039,0.028,7639,1817,17,15,1.56634
,,,0.21,,7640,1451,17,15,1.8
0.0,0.0,,0.0,0.0,7642,990,17,54,1.6
0.0,0.0,0.0,0.0,0.0,7643,990,17,54,1.6
0.0,0.0,0.0,0.0,0.0,7644,990,17,54,1.6
0.0,,,0.0,0.0,7645,990,17,54,1.6
0.34700000000000003,0.375,,0.13,0.114,7646,1489,17,56,6.1
0.243,0.223,0.187,0.081,0.077,7647,1489,17,56,6.1
0.155,0.22,0.229,0.093,0.082,7648,1489,17,56,6.1
0.177,,,0.07666666666666666,0.077,7649,1489,17,56,6.1
0.053,0.126,0.1,,0.081,7653,887,17,54,6.6
,0.088,,0.203,,7654,3168,2,23,2.7
,0.15,0.184,0.14100000000000001,,7655,3168,2,23,2.7
,,,0.14400000000000002,0.122,7656,3168,2,23,2.7
0.073,0.146,0.188,0.095,0.07,7657,1705,17,17,3.618
0.138,0.268,0.22,0.07,0.06,7658,1259,28,15,5.2
0.014,0.022,0.028,0.031,0.023,7661,986,17,54,1.6
0.049,0.098,0.132,0.064,0.047,7662,1826,17,17,2.7
0.077,0.146,0.177,0.096,0.069,7664,1792,17,17,3.2
0.031,0.041,0.045,0.015,0.013000000000000001,7668,1711,17,56,6.6
0.06,0.084,0.098,0.042,0.033,7670,1934,17,33,1.8
0.093,0.132,0.14300000000000002,0.054,0.048,7680,850,28,56,5.014
0.009000000000000001,0.018000000000000002,0.018000000000000002,0.014,0.014,7681,995,17,57,1.6
0.339,0.41600000000000004,,0.117,0.10300000000000001,7682,1318,17,56,9.9
0.23500000000000001,0.219,0.157,0.078,0.076,7683,1318,17,56,9.9
0.156,0.243,0.255,0.094,0.083,7684,1318,17,56,9.9
0.21,,,0.08333333333333333,0.077,7685,1318,17,56,9.9
0.114,0.168,0.181,0.085,0.073,7690,1019,28,56,1.9
,0.033,0.028,0.024,,7691,912,17,54,5.9
0.128,0.167,,0.114,0.115,7698,1039,17,57,1.6
0.099,0.107,0.111,0.075,0.08600000000000001,7699,1039,17,57,1.6
0.062,0.123,0.0985,0.085,0.073,7700,1039,17,57,1.6
0.097,0.096,,0.07175,0.067,7701,1039,17,57,1.6
0.063,0.168,0.158,0.14200000000000002,0.153,7703,955,17,54,10.0
0.03,0.061,0.043,0.024,0.024,7705,1026,17,57,11.4
,0.078,,0.17300000000000001,,7706,3228,2,32,2.718
,0.135,0.164,0.123,,7707,3228,2,32,2.718
,0.094,,0.122,0.108,7708,3228,2,32,2.718
,0.21800000000000003,,0.046,0.043000000000000003,7717,1047,17,57,11.7
0.06,,0.184,,0.077,7720,1290,31,36,6.552
,,,,,7721,2177,17,33,5.5
0.049,0.183,0.23800000000000002,0.094,0.123,7722,2177,17,33,5.5
0.117,,,,,7723,2177,17,33,5.5
0.034,0.124,0.17200000000000001,0.106,0.07200000000000001,7725,1729,17,17,4.3
0.049,0.077,0.08600000000000001,0.04,0.036000000000000004,7742,957,17,57,5.9
0.021,0.049,0.059000000000000004,0.028,0.021,7745,1291,28,17,8.1
0.066,0.1245,0.10650000000000001,0.0785,0.07100000000000001,7749,1038,17,54,7.49
0.046,0.12,0.074,0.026000000000000002,0.026000000000000002,7755,867,28,56,2.4
0.088,0.10300000000000001,0.14200000000000002,0.074,0.07,7760,955,17,57,5.9
0.061,,0.166,,0.066,7771,1338,31,36,1.34
0.16,0.329,0.245,0.089,0.084,7772,1017,17,57,5.4
0.09,0.17500000000000002,0.189,0.061,0.055,7782,1363,28,17,6.5
0.08600000000000001,0.11900000000000001,0.10300000000000001,0.05,0.043000000000000003,7785,1059,17,54,1.6
,,,,,7807,1043,17,57,1.6
0.069,0.101,0.129,0.039,0.042,7832,1558,17,31,6.635
0.243,0.291,,0.117,0.105,7850,1330,17,56,3.9
0.187,0.132,0.177,0.075,0.07,7851,1330,17,56,3.9
0.145,0.168,0.183,0.096,0.082,7852,1330,17,56,3.9
0.155,,,0.081,0.075,7853,1330,17,56,3.9
0.254,0.34700000000000003,,0.15,0.129,7868,1275,17,56,3.9
0.194,0.127,0.215,0.091,0.085,7869,1275,17,56,3.9
0.145,0.17,0.216,0.123,0.10400000000000001,7870,1275,17,56,3.9
0.146,,,0.09400000000000001,0.09,7871,1275,17,56,3.9
0.315,0.376,,0.146,0.134,7873,1221,17,56,2.0
0.275,0.165,0.219,0.099,0.095,7874,1221,17,56,2.0
0.188,0.203,0.245,0.138,0.113,7875,1221,17,56,2.0
0.202,,,0.09300000000000001,0.099,7876,1221,17,56,2.0
0.076,0.0945,0.1095,0.044,0.036000000000000004,7878,1193,17,56,3.5
0.14100000000000001,0.202,0.242,0.096,0.081,7879,1379,17,31,8.8
0.162,0.267,,,,7880,1337,17,56,3.549
0.055,0.136,0.101,0.122,0.08600000000000001,7881,1960,17,33,0.513
0.115,0.134,0.1585,0.069,0.054,7883,1107,17,56,3.3
0.076,0.09,0.0935,0.035,0.03,7886,1173,17,56,1.616
,0.127,,0.073,,7887,1100,28,15,2.2
0.028,0.047,0.039,0.02,0.017,7890,1684,17,56,0.8
,0.28,,,,7891,1118,28,56,3.4
0.089,0.185,0.223,0.076,0.065,7892,1021,28,56,1.747
0.088,0.213,0.274,0.148,0.106,7894,1776,17,27,1.8
0.149,0.317,0.2495,0.07,0.067,7895,1072,17,31,9.7
0.062,0.17200000000000001,0.156,0.043000000000000003,0.04,7903,1112,28,56,3.331
0.096,0.171,0.193,0.099,0.075,7911,1254,28,15,4.545
0.032,0.057,,0.046,0.038,7912,942,25,45,7.3
0.024,0.032,0.048,0.029,0.047,7913,942,25,45,7.3
0.016,0.035,0.029,0.029,0.03,7914,942,25,45,7.3
0.019,0.026000000000000002,,0.03,0.025,7915,942,25,45,7.3
0.069,0.181,0.297,0.184,0.101,7921,1822,17,15,4.7
0.04,,0.125,0.07,,7922,1826,17,27,2.4
0.084,0.2,0.156,0.15,0.13,7929,918,25,45,7.3
0.013000000000000001,0.031,,0.029,0.027,7941,942,25,45,7.3
0.016,0.022,0.034,0.02,0.032,7942,942,25,45,7.3
0.012,0.027,0.02,0.019,0.02,7943,942,25,45,7.3
0.017,0.026000000000000002,,0.019500000000000003,0.02,7944,942,25,45,7.3
0.019,0.066,,0.033,0.029,7949,946,25,45,7.3
0.013000000000000001,0.015,0.057,0.053,0.041,7950,946,25,45,7.3
0.012,0.021,0.044,0.054,0.033,7951,946,25,45,7.3
0.012,0.027,,0.051000000000000004,0.023,7952,946,25,45,7.3
0.065,,,,0.077,7977,1501,31,36,8.1201
0.082,0.20700000000000002,0.223,0.057,0.058,7983,1200,28,56,3.1
0.073,0.094,0.105,0.07200000000000001,0.057,7995,1788,17,31,5.816
,,,,,8011,1152,25,56,4.8
0.1,0.203,0.165,0.048,0.045,8013,1152,25,56,4.8
,,,,,8014,1152,25,56,4.8
,,,,,8022,1165,25,56,4.8
0.17,0.45,0.376,0.097,0.097,8024,1165,25,56,4.8
0.049,0.137,0.13,0.092,0.069,8066,1476,28,17,2.7
,,,,,8067,1133,25,56,4.8
,,,,,8068,1133,25,56,4.8
0.05,0.15,0.251,0.061,0.056,8069,1133,25,56,4.8
,,,,,8070,1133,25,56,4.8
0.011,,0.024,0.019,,8071,1976,17,15,1.6
0.029,0.06,0.098,0.028,0.027,8090,1218,25,56,6.4
0.027,0.056,0.041,0.018000000000000002,0.019,8095,982,25,57,3.8
0.02,0.037,0.027,0.016,0.014,8107,1014,25,57,5.9
0.048,0.197,0.301,0.076,0.07200000000000001,8111,1208,25,56,6.4
0.077,0.232,0.222,0.153,0.114,8128,1509,28,17,2.5
0.052000000000000005,0.076,0.09,0.048,0.038,8133,1739,17,17,3.8
,,,,,8149,1221,25,56,6.4
0.015,0.057,0.056,0.015,0.014,8151,1221,25,56,6.4
,,,,,8152,1221,25,56,6.4
0.135,0.377,0.333,0.115,0.095,8154,1103,28,56,5.1
,,,,,8162,907,25,0,2.7
0.212,,,,,8164,907,25,0,2.7
,,,,,8165,907,25,0,2.7
0.029,0.075,0.057,0.048,0.054,8166,944,25,45,3.8
0.016,0.043000000000000003,0.036000000000000004,0.006,0.013000000000000001,8168,944,25,45,3.8
0.026000000000000002,0.079,0.101,0.07,0.058,8169,1980,17,15,1.6
0.082,,0.168,,0.07,8172,1069,31,7,8.441
0.023,0.078,0.088,0.08,0.074,8173,911,25,45,3.8
0.005,0.016,0.017,0.023,0.023,8176,913,25,45,3.8
0.265,0.591,0.369,0.433,0.399,8181,947,25,45,3.8
0.005,0.016,0.017,0.023,0.023,8182,913,25,45,3.8
,,,,,8185,1210,25,56,4.6
0.02,0.092,0.046,0.023,0.019,8187,1210,25,56,4.6
,,,,,8188,1210,25,56,4.6
0.005,0.014,,0.014,,8190,914,25,45,3.8
0.048,0.21,0.312,0.20400000000000001,0.135,8204,2039,17,15,1.6
0.052000000000000005,,0.216,,0.076,8206,1382,31,39,4.7
0.068,0.24,0.15,0.099,0.061,8212,1278,28,56,12.6
0.048,0.127,0.192,0.076,0.051000000000000004,8219,1278,25,56,12.6
0.127,0.367,0.295,0.297,0.229,8221,922,25,45,3.8
0.041,,0.115,,0.046,8227,1224,31,30,6.1
0.018000000000000002,0.043000000000000003,0.08600000000000001,0.025,0.019,8246,1297,28,56,12.6
0.08700000000000001,0.245,0.186,0.34600000000000003,0.294,8250,947,25,45,3.8
,0.145,0.269,0.191,0.139,8252,3276,2,18,4.5
0.098,0.35000000000000003,0.353,0.098,0.088,8253,1295,25,56,12.6
0.14,0.314,0.274,0.08600000000000001,0.083,8258,1273,25,56,12.6
,0.046,,,,8260,2040,17,25,1.6
0.0,0.0,0.0,0.0,0.0,8262,1294,28,56,21.6
0.146,0.33,0.29,0.083,0.085,8264,1233,25,56,12.6
0.011,0.029,0.02,0.017,0.016,8273,927,25,45,8.4
0.101,0.229,0.222,0.069,0.066,8278,1307,25,56,21.6
0.105,0.338,0.336,0.133,0.113,8279,1324,28,15,1.5
0.003,0.003,,0.027,,8281,913,25,45,8.4
,,,,,8288,1322,25,56,21.6
,,,,,8289,1322,25,56,21.6
0.009000000000000001,0.02,0.01,0.006,0.005,8290,1322,25,56,21.6
,,,0.003,,8291,1322,25,56,21.6
0.035,0.076,0.095,0.05,0.038,8294,1524,17,59,1.6
0.029,0.039,0.043000000000000003,0.06,0.045,8304,979,25,45,5.5
0.079,0.187,0.20500000000000002,0.44,0.34500000000000003,8305,915,25,45,8.4
0.015,0.023,0.041,0.107,0.08,8307,916,25,1,8.4
0.004,0.006,0.011,0.014,,8311,937,25,45,3.8
0.022,0.067,0.069,0.019,0.019,8315,1215,25,56,12.6
0.04,0.153,0.169,0.084,0.046,8318,1343,25,56,21.6
0.093,0.146,0.17300000000000001,0.08,0.065,8329,1464,17,15,1.6
,,,,,8331,1241,25,56,6.2
,,,,,8332,1241,25,56,6.2
0.018000000000000002,,,,,8333,1241,25,56,6.2
,,,,,8334,1241,25,56,6.2
,,,,,8336,1097,25,56,4.0
0.082,0.187,0.23900000000000002,0.101,0.083,8338,1097,25,56,4.0
0.054,0.187,0.147,0.17400000000000002,0.121,8372,923,25,45,8.4
0.101,0.146,0.222,0.06,0.05,8388,1500,17,59,1.2
0.021,0.043000000000000003,0.078,0.14,0.133,8400,927,25,45,8.4
0.032,0.127,0.12,0.073,0.068,8405,936,25,45,8.4
0.003,0.006,0.008,0.018000000000000002,0.016,8412,927,25,45,8.4
0.032,0.099,0.10400000000000001,0.082,0.099,8413,951,25,0,5.5
0.015,0.043000000000000003,0.044,0.026000000000000002,0.021,8426,985,25,56,8.4
,0.001,0.0,0.005,,8457,932,25,45,8.4
0.032,0.083,,,,8458,992,25,56,8.4
0.013000000000000001,0.021,0.032,0.11,0.088,8463,958,25,0,5.5
0.016,0.033,0.04,0.092,0.074,8464,958,25,0,5.5
,0.126,0.148,,,8479,937,25,45,8.4
0.013000000000000001,0.023,0.038,0.114,0.09,8489,935,25,45,8.4
0.026000000000000002,0.015,0.043000000000000003,0.163,0.12,8522,963,25,0,5.5
0.002,0.007,0.003,0.004,0.005,8608,952,25,45,8.4
0.005,0.019,0.019,0.01,0.009000000000000001,8643,966,25,45,8.4
,0.078,,0.22,,8644,3258,2,23,4.5
,0.1615,0.2355,0.16,0.111,8645,3258,2,23,4.5
,0.203,,0.14200000000000002,0.132,8646,3258,2,23,4.5
0.11,0.294,0.258,0.229,0.198,8728,965,25,45,8.4
0.084,0.289,0.23500000000000001,0.078,0.065,8734,965,25,45,8.4
0.0,0.0,0.0,0.0,0.0,8754,1090,25,56,15.6
0.0,0.0,0.0,0.0,0.0,8793,1126,25,56,15.6
0.0,0.0,0.0,0.0,0.0,8803,967,25,45,8.4
0.167,0.324,0.247,0.073,0.07,8804,1103,25,15,21.6
0.0,0.0,0.0,0.0,0.0,8820,1121,25,15,21.6
0.045,,,,0.037,8823,1119,25,15,21.6
0.079,0.187,,0.13,0.096,8827,1993,2,15,8.9
0.131,0.382,0.384,0.125,0.10200000000000001,8834,1124,25,15,21.6
0.003,0.016,,0.007,0.005,8869,1172,25,56,21.6
0.078,0.17,0.163,0.14100000000000001,0.132,8874,977,25,45,8.4
,,0.213,,0.10300000000000001,8897,2250,31,39,11.2
0.089,0.159,0.198,0.114,0.089,8902,1871,2,15,5.4
0.041,0.132,0.20700000000000002,0.12,0.074,9002,1993,2,16,10.3136
0.052000000000000005,0.124,0.112,0.03,0.029,9022,1203,25,15,21.6
0.066,0.151,0.194,0.047,0.04,9103,1978,17,15,4.2
0.148,0.434,0.453,0.145,0.122,9169,1314,25,15,21.6
-0.008,,0.09,,0.046,9231,2417,31,39,11.2
0.018000000000000002,0.037,0.051000000000000004,0.022,0.019,9306,1421,28,15,2.8
,,,0.146,,9493,2672,2,18,3.7
0.092,0.123,,0.11,0.092,9513,987,25,45,5.3
0.018000000000000002,0.06,0.092,0.06,0.088,9514,987,25,45,5.3
0.031,0.062,0.06,0.062,0.052000000000000005,9515,987,25,45,5.3
0.048,0.058,,0.057999999999999996,0.046,9516,987,25,45,5.3
0.039,0.137,0.147,0.076,0.06,9562,1450,25,15,4.3
0.125,0.20800000000000002,0.269,0.163,0.14100000000000001,9604,1583,25,17,5.9
0.233,0.373,,0.157,0.136,9618,1323,25,56,4.3
0.11,0.194,0.341,0.109,0.129,9619,1323,25,56,4.3
0.116,0.241,0.271,0.132,0.109,9620,1323,25,56,4.3
0.167,0.233,,0.0865,0.089,9621,1323,25,56,4.3
0.168,0.292,,0.077,0.08700000000000001,9626,1331,25,56,6.4
0.09,0.16,0.277,0.067,0.078,9627,1331,25,56,6.4
0.089,0.201,0.21,0.094,0.065,9628,1331,25,56,6.4
0.14400000000000002,0.198,,0.05500000000000001,0.054,9629,1331,25,56,6.4
0.107,0.211,0.305,0.17400000000000002,0.14,9667,2001,17,15,8.7
0.078,0.28300000000000003,0.441,0.247,0.145,9712,2045,2,15,13.226
,,0.20500000000000002,,0.105,9754,2264,31,27,11.2
0.025,0.062,,0.108,0.095,9756,999,25,45,2.6
0.023,0.013000000000000001,0.061,0.074,0.069,9757,999,25,45,2.6
0.016,0.017,0.022,0.078,0.061,9758,999,25,45,2.6
0.013000000000000001,0.026000000000000002,,0.07450000000000001,0.055,9759,999,25,45,2.6
0.053,0.09,,0.037,0.029,9760,1469,25,15,8.4
-0.002,0.04,0.069,0.023,0.026000000000000002,9761,1469,25,15,8.4
0.026000000000000002,0.058,0.065,0.036000000000000004,0.026000000000000002,9762,1469,25,15,8.4
0.039,0.055,,0.020499999999999997,0.024,9763,1469,25,15,8.4
0.049,0.126,0.191,0.105,0.067,9764,2065,2,16,13.226
0.164,0.25,,0.083,0.09,9813,1285,25,15,4.3
0.07200000000000001,0.137,0.233,0.065,0.078,9814,1285,25,15,4.3
0.085,0.167,0.17500000000000002,0.088,0.065,9815,1285,25,15,4.3
0.117,0.159,,0.048,0.057,9816,1285,25,15,4.3
0.035,0.047,,0.043000000000000003,0.04,9818,1011,25,45,5.3
0.026000000000000002,0.029,0.04,0.028,0.044,9819,1011,25,45,5.3
0.014,0.034,0.032,0.029,0.026000000000000002,9820,1011,25,45,5.3
0.018000000000000002,0.032,,0.028499999999999998,0.027,9821,1011,25,45,5.3
0.054,0.136,0.154,0.063,0.05,9827,1214,25,56,6.4
0.041,0.109,0.124,0.07100000000000001,0.05,9830,1339,25,15,4.3
0.013000000000000001,0.035,0.043000000000000003,0.035,0.027,9859,1289,25,15,4.3
0.078,0.217,0.271,0.137,0.112,9871,1326,25,15,8.4
0.073,0.209,0.19,0.139,0.116,9883,1283,25,15,4.3
0.024,0.082,0.08700000000000001,0.052000000000000005,0.046,9899,1215,25,56,5.9
0.166,0.307,,0.111,0.101,9904,1569,25,15,8.4
,0.122,0.195,0.077,0.09,9905,1569,25,15,8.4
0.073,0.179,0.214,0.10300000000000001,0.077,9906,1569,25,15,8.4
0.113,0.191,,0.06,0.07,9907,1569,25,15,8.4
0.002,0.003,0.009000000000000001,0.008,0.006,9908,1008,25,45,5.3
0.059000000000000004,0.185,0.216,0.132,0.107,9910,1920,2,16,3.687
0.106,0.274,0.278,0.145,0.114,9954,1257,25,56,4.3
0.417,0.731,,0.273,0.267,9973,1199,25,15,6.4
0.247,0.378,0.6930000000000001,0.164,0.20700000000000002,9974,1199,25,15,6.4
0.202,0.488,0.514,0.243,0.18,9975,1199,25,15,6.4
0.325,0.509,,0.14650000000000002,0.14100000000000001,9976,1199,25,15,6.4
0.106,0.248,,0.081,0.07200000000000001,9986,1199,25,15,6.4
0.079,0.109,0.214,0.055,0.062,9987,1199,25,15,6.4
0.064,0.168,0.178,0.073,0.06,9988,1199,25,15,6.4
0.112,0.164,,0.049,0.046,9989,1199,25,15,6.4
0.191,0.46900000000000003,0.497,0.191,0.157,10044,1341,25,56,6.4
0.122,0.219,,0.064,0.074,10066,1258,25,15,6.4
0.036000000000000004,0.108,0.203,0.046,0.059000000000000004,10067,1258,25,15,6.4
0.058,0.139,0.149,0.051000000000000004,0.045,10068,1258,25,15,6.4
0.094,0.138,,0.037500000000000006,0.035,10069,1258,25,15,6.4
0.009000000000000001,0.03,0.026000000000000002,0.027,0.029,10070,1025,25,45,2.6
0.19,0.365,,0.121,0.112,10071,1247,25,15,7.4
0.146,0.161,0.326,0.081,0.099,10072,1247,25,15,7.4
0.10200000000000001,0.244,0.24,0.113,0.093,10073,1247,25,15,7.4
0.162,0.225,,0.07100000000000001,0.068,10074,1247,25,15,7.4
0.211,0.41100000000000003,,0.162,0.111,10081,1190,25,15,7.4
0.183,0.20600000000000002,0.373,0.07100000000000001,0.105,10082,1190,25,15,7.4
0.092,0.214,0.313,0.16,0.10200000000000001,10083,1190,25,15,7.4
0.17300000000000001,0.307,,0.08549999999999999,0.076,10084,1190,25,15,7.4
0.084,0.138,,0.083,0.075,10093,1151,25,15,7.4
0.061,0.076,0.121,0.058,0.079,10094,1151,25,15,7.4
0.042,0.08700000000000001,0.094,0.062,0.057,10095,1151,25,15,7.4
0.065,0.093,,0.056999999999999995,0.049,10096,1151,25,15,7.4
0.11800000000000001,0.224,0.23900000000000002,0.11,0.091,10130,1088,25,56,2.6
0.032,0.093,0.106,0.044,0.031,10158,1329,25,15,7.4
0.10200000000000001,0.183,,0.082,0.064,10170,1386,25,56,6.4
0.01,0.089,0.161,0.049,0.055,10171,1386,25,56,6.4
