red_4_month,red_5_month,red_6_month,red_8_month,red_9_month,id,elevation_contour,district_name,soil_name,productivity
,0.186,0.449,0.353,0.254,18498,2541,5,4,19.5
,0.186,0.276,0.19,0.137,18499,2722,19,30,2.0
0.008,0.179,0.277,0.166,0.122,18504,2361,23,36,2.4
0.035,0.176,0.28500000000000003,0.169,0.133,18505,2361,23,36,2.4
0.016,0.08700000000000001,0.145,0.092,0.081,18506,2212,23,36,2.4
0.045,0.176,0.34400000000000003,0.266,0.188,18507,2425,5,4,0.0
,0.137,0.241,0.184,0.149,18510,2944,19,36,1.6
0.016,0.057,0.08,0.039,0.036000000000000004,18511,2340,23,30,2.357
0.053,0.17500000000000002,0.258,0.116,0.105,18512,2363,23,30,4.157
,0.198,0.264,0.158,0.132,18513,2676,19,30,1.9
0.003,0.116,0.229,0.152,0.114,18514,2528,5,4,19.5
0.03,0.1125,0.14600000000000002,0.064,0.058,18521,2263,23,29,2.357
0.021,0.078,0.10400000000000001,0.047,0.042,18522,2340,23,30,4.157
0.039,0.115,0.233,0.12,0.1,18523,2354,5,10,0.0
0.006,0.22,0.327,0.21,0.153,18524,2361,23,36,2.4
,0.215,0.322,0.156,0.117,18526,2927,19,36,1.6
0.038,0.132,0.195,0.092,0.08,18527,2231,23,36,2.438
,,,0.166,0.116,18529,2541,5,4,19.5
0.028,0.094,0.153,0.085,0.084,18530,2188,23,29,4.157
0.033,0.088,0.137,0.065,0.058,18531,2206,23,29,4.157
0.018000000000000002,0.042,0.07800000000000001,0.041,0.036000000000000004,18532,2260,23,29,4.157
,0.19,,,0.10400000000000001,18533,2241,23,29,2.357
,0.031,0.043000000000000003,0.022,0.016,18536,2927,19,36,1.6
,,,0.254,0.135,18538,2241,23,29,4.157
0.146,0.07350000000000001,0.195,0.20350000000000001,0.1585,18539,2241,23,29,4.157
0.079,0.195,0.2755,0.14300000000000002,0.124,18540,2241,23,29,4.157
0.032,0.1325,,0.126,0.10950000000000001,18541,2241,23,29,4.157
,0.024,,,,18542,2600,19,7,1.034
0.041,,,0.094,0.085,18543,2188,23,29,5.331
,0.062,,,,18550,2353,5,1,0.0
0.034,0.17500000000000002,0.34800000000000003,0.23,0.185,18552,2407,5,4,0.0
,0.019,0.029,0.026000000000000002,0.022,18553,2920,19,36,1.6
-0.007,,0.228,0.132,0.109,18554,2458,5,4,0.0
,0.23500000000000001,,,0.114,18555,2206,23,29,5.331
0.048,0.16,0.2295,0.101,0.094,18556,2188,23,29,5.331
0.022,0.0835,0.1135,0.047,0.043000000000000003,18557,2247,23,29,5.331
0.031,0.115,0.158,0.07200000000000001,0.065,18562,2316,23,36,3.8
0.09,0.33,0.577,0.452,0.256,18568,2425,5,4,0.0
0.016,0.07,0.138,0.12,0.10300000000000001,18570,2477,5,4,11.4
0.028,0.12,0.164,0.084,0.077,18571,2316,23,36,3.8
0.036000000000000004,0.14200000000000002,0.28800000000000003,0.183,0.121,18574,2425,5,4,0.0
,,0.28200000000000003,,,18580,2862,19,36,1.6
0.043000000000000003,0.294,0.3875,0.146,0.11800000000000001,18581,2247,23,29,5.331
0.011,0.045,0.07400000000000001,0.045,0.041,18582,2305,23,36,5.331
0.025,0.15,0.223,0.131,0.111,18583,2432,23,36,3.8
0.021,0.061,0.089,0.09,0.074,18584,2512,5,36,1.9
0.008,0.107,0.215,0.185,0.148,18585,2525,5,4,11.4
,0.158,0.32,0.23600000000000002,0.14100000000000001,18588,2482,5,4,0.0
-0.001,,,0.269,0.221,18592,2437,5,4,0.0
0.027,0.07200000000000001,0.125,0.101,0.077,18594,2512,5,36,1.9
,0.133,0.213,0.166,0.116,18595,2609,19,7,4.0
,0.108,0.17500000000000002,0.10300000000000001,0.077,18596,2801,19,36,1.516
0.001,0.193,0.293,0.186,0.149,18601,2432,23,36,3.8
,,0.365,,0.191,18608,2525,5,4,0.0
0.002,0.11900000000000001,0.167,0.108,0.079,18610,2432,23,36,3.8
0.056,0.108,0.177,0.217,0.168,18613,2372,5,10,0.0
0.019,0.022,0.039,0.028,0.039,18615,1829,32,8,0.9
0.004,,,,,18620,2443,5,4,1.9
0.013000000000000001,0.041,0.08700000000000001,0.059000000000000004,0.051000000000000004,18621,2372,5,10,1.2
-0.001,0.17300000000000001,0.398,0.316,0.186,18624,2443,5,4,0.0
0.069,0.303,0.4435,0.192,0.155,18626,2262,23,29,5.331
0.015,0.04,0.051000000000000004,0.024,0.022,18627,2149,23,10,4.5
0.011,0.042,0.0565,0.025,0.023,18628,2327,23,36,3.1
0.017,0.079,0.115,0.074,0.057,18629,2512,5,36,1.9
0.029,0.1685,0.254,0.095,0.076,18630,2287,23,29,5.331
,,,0.159,0.099,18631,2287,23,36,3.447
0.079,0.059000000000000004,0.108,0.14100000000000001,0.092,18632,2287,23,36,3.447
,0.11900000000000001,0.22,0.093,0.076,18633,2287,23,36,3.447
0.024,0.08,,0.137,0.11800000000000001,18634,2287,23,36,3.447
,0.058,0.093,0.06,0.045,18635,2821,19,36,1.516
,0.148,0.312,0.29,0.19,18642,2495,5,4,0.0
0.031,0.109,0.15,0.17400000000000002,0.107,18646,2443,5,4,0.0
,0.09,,0.089,0.082,18650,2443,5,4,0.0
0.034,0.181,0.26,0.101,0.081,18652,2287,23,29,5.331
0.002,0.009000000000000001,0.0125,0.006,0.005,18653,2287,23,36,3.1
,0.27,0.47900000000000004,0.356,0.184,18660,2544,5,4,0.0
0.053,0.161,0.295,0.152,0.135,18664,2367,5,1,0.0
0.012,0.046,0.082,0.048,0.037,18666,2404,5,4,1.9
,,,0.11,0.095,18667,2476,23,36,3.8
0.003,0.064,0.117,0.084,0.047,18672,2495,5,4,1.9
,0.07,,,,18677,2447,23,36,2.1
,0.022,0.033,0.02,0.014,18678,2626,19,7,4.0
0.028,0.08,0.148,0.083,0.07100000000000001,18681,2374,5,1,0.0
,0.113,0.177,0.11,0.085,18683,2773,19,36,1.516
,0.146,0.246,0.23800000000000002,0.184,18688,2606,19,7,4.0
,0.082,,0.054,,18689,2414,23,36,0.0
,0.135,0.258,0.306,0.219,18690,2606,19,7,4.779
0.052000000000000005,0.114,0.198,0.23500000000000001,0.19,18693,2376,5,1,0.0
0.021,0.08600000000000001,0.124,0.079,0.06,18695,2545,5,36,3.7
0.027,0.122,0.191,0.127,0.074,18696,2204,23,36,4.5
0.025,0.028,0.04,0.0465,0.046,18697,1689,32,8,4.826
0.014,0.048,0.066,0.03,0.027,18698,2438,23,36,3.1
,,,0.183,0.082,18699,2105,23,10,4.5
0.063,0.028,0.17200000000000001,0.225,0.201,18700,2105,23,10,4.5
0.043000000000000003,0.123,0.17200000000000001,0.14300000000000002,0.136,18701,2105,23,10,4.5
,0.017,,0.14400000000000002,0.107,18702,2105,23,10,4.5
,0.075,0.132,0.083,0.06,18705,2500,5,4,0.0
,,0.155,,,18707,2427,23,30,4.0
0.032,0.128,0.178,0.084,0.07200000000000001,18708,2427,23,30,4.0
,0.063,0.14400000000000002,0.11,0.081,18711,2555,5,4,0.0
0.005,0.025,0.034,0.018000000000000002,0.015,18713,2473,23,30,4.0
0.038,0.129,0.195,0.084,0.078,18714,2262,23,36,3.447
,0.093,0.146,0.088,0.069,18715,2822,19,36,1.516
0.046,0.127,0.181,0.14100000000000001,0.122,18716,2475,5,36,1.134
0.035,0.17400000000000002,0.255,0.128,0.106,18717,2353,23,36,2.421
0.054,0.164,0.40800000000000003,0.302,0.227,18720,2413,5,4,0.0
0.013000000000000001,0.076,0.106,0.046,0.038,18722,2213,23,36,2.421
0.004,,,,0.017,18723,2494,5,36,2.8
0.007,0.15,0.319,0.188,0.157,18726,2500,5,4,0.0
,,0.157,,,18728,2427,23,30,4.0
,0.11900000000000001,,,,18729,2427,23,30,4.0
0.043000000000000003,0.20700000000000002,0.277,0.1325,0.109,18730,2427,23,30,4.0
,,,0.198,0.137,18731,2190,23,29,4.5
0.112,0.06,0.189,0.181,0.133,18732,2190,23,29,4.5
0.073,0.181,0.242,0.113,0.098,18733,2190,23,29,4.5
,0.074,,0.088,0.039,18734,2190,23,29,4.5
,0.074,,0.08600000000000001,0.063,18735,2494,5,36,1.134
0.03,0.147,0.20500000000000002,0.098,0.08700000000000001,18736,2353,23,36,2.421
0.045,0.15,0.20850000000000002,0.09,0.083,18737,2262,23,36,3.447
,0.163,0.228,0.112,0.092,18739,2834,19,30,2.9
,0.088,0.164,0.14300000000000002,0.085,18740,2668,19,36,3.7
,0.171,0.304,0.23600000000000002,0.158,18743,2512,5,4,0.0
0.042,0.125,,,0.073,18745,2270,23,36,3.447
0.045,0.108,0.16,0.08700000000000001,0.08,18746,2441,23,30,4.0
0.034,0.134,0.1855,0.096,0.08,18747,2465,23,30,4.0
,0.171,0.322,0.23800000000000002,0.209,18750,2512,5,4,0.0
0.044,0.11800000000000001,0.15300000000000002,0.077,0.07100000000000001,18752,2270,23,36,3.447
0.036000000000000004,0.188,0.2705,0.10350000000000001,0.08600000000000001,18753,2355,23,36,3.447
0.043000000000000003,0.121,0.1865,0.10400000000000001,0.092,18754,2441,23,30,4.0
0.043000000000000003,0.191,0.304,0.153,0.139,18757,2421,5,4,0.0
,,,,,18759,2465,23,30,4.0
0.01,0.014,0.020999999999999998,0.03,0.026000000000000002,18760,1625,32,47,4.1
,0.17300000000000001,0.292,0.162,0.121,18761,2630,19,7,4.0
0.015,0.23900000000000002,0.4055,0.20500000000000002,0.156,18766,2484,23,30,4.0
,,,0.013000000000000001,0.01,18767,2202,23,29,4.7
0.007,0.005,0.015,0.015,0.011,18768,2202,23,29,4.7
0.004,0.013000000000000001,0.019,0.009000000000000001,0.008,18769,2202,23,29,4.7
,0.006,,0.008,0.006,18770,2202,23,29,4.7
0.029,0.096,0.28400000000000003,0.234,0.177,18771,2457,5,4,20.3
0.061,0.253,0.4045,0.183,0.161,18772,2474,23,30,3.1
0.014,,,0.04,0.036000000000000004,18778,2380,5,1,1.2
,0.04,,,,18779,2421,5,4,20.3
0.012,,0.042,,,18780,2226,23,36,4.021
0.017,0.167,0.29,0.198,0.14300000000000002,18781,2558,5,36,1.134
0.026000000000000002,0.158,0.28400000000000003,0.125,0.099,18782,2389,23,30,3.447
0.046,0.2755,0.47200000000000003,0.199,0.162,18783,2428,23,30,3.447
,0.138,0.246,0.148,0.105,18784,2668,19,36,3.7
0.037,,,0.256,,18787,2469,5,4,0.0
0.038,0.1,0.272,0.198,0.127,18791,2432,5,4,0.0
0.036000000000000004,0.135,0.20450000000000002,0.108,0.089,18793,2499,23,30,4.0
0.04,0.214,0.34550000000000003,0.14300000000000002,0.12,18794,2483,23,30,3.1
0.021,0.073,0.101,0.07200000000000001,0.069,18797,2432,5,4,0.0
,0.164,,0.165,0.126,18799,2740,19,36,3.511
,,0.10200000000000001,,,18800,2499,23,30,4.0
0.012,0.083,0.135,0.06,0.051000000000000004,18801,2483,23,30,3.1
0.021,0.07100000000000001,0.1,0.057,0.05,18802,2132,23,10,4.7
,,0.47300000000000003,,0.28800000000000003,18805,2469,5,4,0.0
0.02,0.106,0.153,,,18807,2323,23,30,3.447
0.05,0.113,0.278,0.20500000000000002,0.117,18810,2404,5,4,0.0
,0.193,0.328,0.312,0.226,18812,2617,19,7,4.779
,0.058,0.094,0.061,0.045,18819,2738,19,36,3.511
0.049,0.158,0.23500000000000001,0.139,0.12,18828,2420,23,36,4.021
,,0.427,0.17300000000000001,,18836,2456,23,30,3.447
,0.188,0.355,0.243,0.167,18837,2618,5,36,2.621
,,,0.241,0.083,18838,2738,19,36,3.511
0.084,0.109,0.214,0.252,0.151,18839,2738,19,36,3.511
,0.135,0.193,0.128,0.10200000000000001,18840,2738,19,36,3.511
0.029,0.089,,0.14400000000000002,0.111,18841,2738,19,36,3.511
0.0,0.059000000000000004,0.076,0.036000000000000004,0.035,18850,1982,18,37,2.8
0.041,0.191,0.29,0.179,0.14400000000000002,18851,2427,23,36,4.021
,,0.318,0.41200000000000003,0.191,18852,2642,19,7,4.0
,,,0.07,,18853,2469,23,30,0.0
,0.127,0.225,0.11800000000000001,0.091,18854,2517,23,30,3.1
0.047,,,,0.145,18857,2426,5,4,0.0
0.06,0.167,0.256,0.165,0.14100000000000001,18863,2427,23,36,4.021
0.032,0.129,0.1795,0.07200000000000001,0.064,18865,2363,23,29,3.447
0.036000000000000004,0.146,0.292,0.20700000000000002,0.14200000000000002,18866,2426,5,4,20.3
0.014,0.168,0.294,0.137,0.111,18867,2504,23,30,2.134
0.023,0.1,0.135,0.061,0.049,18868,2203,23,36,3.817
0.039,0.146,0.23700000000000002,0.177,0.169,18874,2134,23,10,4.7
,,0.297,,,18875,2504,23,36,3.817
0.015,0.045,0.082,0.061,0.049,18876,2412,5,4,20.3
0.036000000000000004,0.116,0.1695,0.073,0.068,18877,2327,23,29,3.447
0.033,0.123,0.211,0.129,0.108,18880,2412,5,4,0.0
0.02,0.07100000000000001,0.094,0.038,0.034,18882,2211,23,29,4.7
0.015,0.057,0.1,0.048,0.038,18883,2397,5,4,1.8
0.034,0.106,0.176,0.281,0.134,18886,2436,5,4,0.0
,0.038,,,,18888,2116,23,10,4.7
,,0.395,,,18889,2519,23,30,4.7
0.046,0.209,0.35000000000000003,0.20600000000000002,0.182,18891,2475,5,4,0.0
0.041,0.179,0.35100000000000003,0.354,0.306,18894,2418,5,4,0.0
0.054,0.183,0.33,0.28600000000000003,0.169,18902,2400,5,4,0.0
,0.056,0.079,0.043000000000000003,0.037,18904,2673,19,30,1.8
0.018000000000000002,0.297,0.4895,0.201,0.162,18905,2395,23,30,3.447
,,0.185,,,18906,2481,23,30,4.7
,,0.066,,,18907,2421,23,30,2.134
0.017,0.0625,0.107,0.067,0.06,18908,2421,23,30,2.134
0.061,0.29,0.194,0.529,0.229,18909,2400,5,4,1.8
0.007,0.025,0.0485,0.024,0.021,18910,2431,23,30,2.134
0.017,0.059000000000000004,0.101,0.056,0.045,18911,2121,23,10,4.7
0.067,0.186,0.372,0.23,0.17400000000000002,18914,2396,5,4,0.0
0.02,0.082,0.1125,0.046,0.04,18917,2344,23,29,4.7
0.033,0.153,0.246,0.124,0.107,18918,2345,23,36,2.0
0.037,0.19,0.375,0.368,0.219,18921,2404,5,4,0.0
,,,0.362,0.106,18923,2811,19,36,3.511
0.10200000000000001,0.139,0.317,0.41600000000000004,,18924,2811,19,36,3.511
,0.193,0.291,0.201,0.152,18925,2811,19,36,3.511
0.034,0.129,,0.221,0.162,18926,2811,19,36,3.511
,,,,,18927,2555,23,36,3.817
0.059000000000000004,0.2645,0.3805,0.156,0.134,18928,2341,23,29,4.7
,,,0.309,0.10400000000000001,18929,2681,19,7,3.7
0.09,0.109,0.257,0.335,,18930,2681,19,7,3.7
,0.161,0.25,0.17400000000000002,0.13,18931,2681,19,7,3.7
0.038,0.10300000000000001,,0.20800000000000002,0.152,18932,2681,19,7,3.7
0.026000000000000002,0.082,0.097,0.044,0.042,18933,2155,23,29,4.7
,0.191,0.309,0.163,0.11900000000000001,18934,2645,19,7,1.8
0.018000000000000002,0.068,0.121,0.067,0.056,18935,2425,5,4,1.8
,0.23600000000000002,0.486,0.28800000000000003,0.2,18936,2443,23,36,3.817
0.034,0.159,,,,18939,2505,5,4,0.0
0.025,0.248,0.47400000000000003,0.325,0.213,18951,2466,5,4,0.0
0.043000000000000003,0.17350000000000002,0.272,0.10300000000000001,0.093,18953,2341,23,29,4.7
,0.331,,,,18954,2344,23,29,3.447
,0.043000000000000003,0.061,0.033,0.028,18955,2663,19,30,1.8
,0.136,0.248,0.214,0.129,18956,2635,19,7,4.0
,0.10200000000000001,0.218,,0.128,18959,2404,5,4,0.0
-0.033,0.20700000000000002,0.451,0.331,0.23500000000000001,18961,2712,5,36,1.6
,0.088,0.12,0.059000000000000004,0.05,18962,2761,19,30,1.8
,,0.18,0.07200000000000001,,18963,2341,23,29,4.7
0.017,0.069,0.091,0.047,0.041,18968,2396,23,30,2.134
-0.034,0.163,0.391,0.281,0.192,18969,2712,5,36,1.6
0.053,,0.401,,,18972,2425,5,4,0.0
,0.114,0.271,0.2,0.14200000000000002,18974,2505,5,4,2.8
,0.178,0.297,0.156,0.115,18975,2645,19,7,1.8
0.049,0.129,0.182,,,18980,1612,32,47,0.81
,,0.163,,0.073,18981,2663,19,7,1.8
0.046,0.188,0.306,0.28500000000000003,0.14100000000000001,18988,2440,5,4,0.0
0.028,0.114,0.14250000000000002,0.06,0.052000000000000005,18990,2243,23,29,4.7
0.042,0.13,0.1695,0.08,0.074,18995,2243,23,29,4.7
,0.169,0.28800000000000003,0.164,0.11900000000000001,18996,2641,19,7,4.0
0.026000000000000002,0.085,0.151,0.10300000000000001,0.088,18999,2440,5,4,0.0
0.055,0.232,0.329,0.137,0.124,19007,2455,23,30,4.7
0.021,0.068,0.0955,0.041,0.038,19009,2331,23,29,4.7
,,,0.004,0.005,19010,2243,23,29,4.7
,0.058,0.11,0.075,0.052000000000000005,19015,2682,5,36,3.1
,,0.047,,0.035,19018,1656,32,8,1.0
0.013000000000000001,0.037,0.08,0.049,0.036000000000000004,19020,2477,5,10,4.5
0.012,0.039,0.0545,0.023,0.022,19022,2250,23,29,5.4
,0.275,0.48,0.353,0.217,19023,2686,19,7,4.015
,0.089,0.171,0.114,0.07100000000000001,19024,2686,19,7,4.015
,,,,,19025,2298,23,36,2.0
,0.042,0.061,0.035,0.027,19030,2708,19,30,1.8
,,,0.384,,19031,2753,19,36,4.015
0.11900000000000001,0.164,0.34500000000000003,0.444,,19032,2753,19,36,4.015
,0.213,0.31,0.216,0.168,19033,2753,19,36,4.015
0.044,0.152,,0.246,0.183,19034,2753,19,36,4.015
0.017,0.194,0.295,0.162,0.114,19035,2393,23,36,3.8
0.016,0.062,0.092,0.047,0.039,19036,2298,23,36,4.822
0.044,,0.368,,,19039,2420,5,4,0.0
0.016,0.027,0.082,0.082,0.05,19043,2409,5,4,0.0
0.006,0.218,0.385,0.228,0.164,19045,2433,23,36,3.8
0.045,0.161,0.245,0.121,0.095,19046,2477,5,10,4.5
0.019,0.053,0.07150000000000001,0.036000000000000004,0.033,19047,2381,23,29,5.4
0.042,0.192,0.28900000000000003,0.133,0.1105,19050,2347,23,30,2.134
,,,0.214,,19052,2695,19,36,4.015
0.068,0.084,0.18,0.243,0.14200000000000002,19053,2695,19,36,4.015
,0.109,0.164,0.114,0.088,19054,2695,19,36,4.015
0.027,0.026000000000000002,,0.131,0.099,19055,2695,19,36,4.015
0.034,0.078,0.124,0.131,,19056,1615,32,8,7.012
0.052000000000000005,0.17200000000000001,0.361,0.23800000000000002,0.135,19059,2432,5,4,0.0
0.035,0.196,0.2425,0.096,0.082,19061,2271,23,29,5.4
,0.10200000000000001,0.137,0.076,0.064,19062,2686,19,30,1.8
0.035,0.149,0.2135,0.092,0.082,19063,2271,23,29,5.4
0.053,0.23800000000000002,0.3275,0.138,0.12,19066,2432,23,30,4.7
0.046,0.17500000000000002,0.225,0.099,0.08600000000000001,19068,2271,23,29,5.4
,,,0.082,0.06,19069,2470,5,4,2.8
,0.127,,,,19070,2496,5,10,4.5
,,,0.23,,19071,2756,19,36,4.015
0.07,0.08600000000000001,0.177,0.25,0.136,19072,2756,19,36,4.015
,0.117,0.17300000000000001,0.113,0.089,19073,2756,19,36,4.015
0.026000000000000002,0.024,,0.133,0.099,19074,2756,19,36,4.015
,,0.088,,,19075,2282,23,29,5.4
0.024,0.197,0.257,0.101,0.079,19076,2194,23,36,4.822
0.024,0.046,0.148,0.101,0.067,19083,2425,5,4,0.0
,0.187,0.352,0.251,0.168,19085,2655,5,36,1.328
0.022,0.138,0.225,0.098,0.082,19087,2390,23,30,4.7
,0.018000000000000002,0.025,0.024,0.022,19088,1626,32,8,1.021
0.012,0.039,0.0615,0.033,0.031,19101,2317,23,36,2.134
,,,,0.048,19102,2794,19,30,2.1
0.006,0.021,0.039,0.024,0.019,19103,2488,5,10,4.5
0.022,0.191,0.263,0.124,0.096,19108,2194,23,36,4.822
0.043000000000000003,,,0.096,,19113,2294,23,30,2.134
0.011,0.034,0.049,0.023,0.02,19114,2294,23,30,2.134
0.035,0.15,0.223,0.13,0.109,19115,2267,23,36,4.822
0.047,0.225,0.447,0.275,0.19,19124,2454,5,4,2.8
0.033,0.106,0.16,0.079,0.07200000000000001,19133,2268,23,30,2.134
0.032,0.077,0.151,0.112,0.097,19140,2431,5,4,0.0
,0.034,0.048,0.026000000000000002,0.022,19142,2688,19,7,1.8
0.013000000000000001,0.079,0.162,0.1,0.07,19147,2511,5,4,2.8
0.018000000000000002,0.036000000000000004,0.064,,0.045,19152,2259,23,30,5.4
0.012,0.039,0.0615,0.037,0.033,19161,2268,23,30,1.924
0.009000000000000001,0.03,0.046,0.037,0.033,19162,2231,23,30,5.4
0.004,0.016,0.023,0.014,0.015,19171,2269,23,30,1.924
0.099,0.254,0.3845,0.339,0.291,19172,2202,23,30,5.4
0.025,0.088,0.117,0.077,0.07,19173,2202,23,30,5.4
0.01,0.04,0.079,0.049,0.035,19174,2443,5,4,2.8
,,,,,19176,2202,23,30,4.7
0.012,0.038,0.051500000000000004,0.023,0.021,19177,2351,23,30,1.924
,,0.325,,,19178,2411,23,30,1.924
0.042,0.113,0.194,0.165,0.131,19181,2453,5,4,0.0
0.058,0.273,0.419,0.187,0.151,19184,2323,23,36,1.756
0.019,0.082,0.14200000000000002,0.135,0.07,19185,2616,5,36,1.5
,0.091,0.35100000000000003,0.28500000000000003,0.189,19186,2687,19,7,3.9
0.019,0.127,0.178,0.07,0.059000000000000004,19187,2362,23,30,1.924
0.029,0.105,0.17300000000000001,0.1,0.075,19188,2175,23,10,5.4
,0.094,0.201,0.106,0.09,19189,2569,23,36,1.836
,0.125,0.28700000000000003,0.23,0.193,19190,2569,23,36,1.836
,,,0.297,0.146,19195,2218,23,30,7.6
0.158,0.098,,0.194,0.124,19196,2218,23,30,7.6
,0.268,0.323,0.153,0.129,19197,2218,23,30,7.6
0.034,0.164,,0.134,0.125,19198,2218,23,30,7.6
0.049,,0.343,,,19201,2453,5,4,0.0
,0.17,0.33,0.177,0.14300000000000002,19207,2569,23,36,1.836
,0.084,0.391,0.323,0.197,19209,2687,19,7,3.9
,,0.228,,,19210,2542,23,36,1.836
0.007,0.032,0.043000000000000003,0.038,0.029,19211,2643,5,36,4.5
0.033,0.101,0.14100000000000001,0.063,0.053,19212,2207,23,36,1.756
0.001,0.10300000000000001,0.1535,0.063,0.05,19213,2419,23,30,5.034
,0.039,0.097,0.044,0.028,19214,2695,19,7,3.9
,,,,,19215,2287,23,36,1.756
0.029,0.112,0.161,0.076,0.063,19216,2287,23,36,1.756
,,,0.063,0.052000000000000005,19217,2365,23,30,7.6
0.034,0.035,0.044,0.05,0.04,19218,2365,23,30,7.6
,0.069,0.091,0.048,0.042,19219,2365,23,30,7.6
0.013000000000000001,0.047,,0.039,0.036000000000000004,19220,2365,23,30,7.6
0.04,0.097,0.197,0.198,0.14,19223,2446,5,4,0.0
,,,,,19225,2695,19,7,4.739
0.007,0.20600000000000002,0.29000000000000004,0.1355,0.11,19226,2406,23,30,5.034
,,,0.14200000000000002,0.12050000000000001,19227,2365,23,30,7.6
0.076,0.0575,,0.126,0.089,19228,2365,23,30,7.6
0.032,0.145,0.177,0.095,0.081,19229,2365,23,30,7.6
0.021,0.092,,0.063,0.0585,19230,2365,23,30,7.6
,0.02,0.053,0.035,0.03,19235,1927,32,8,1.5
0.026000000000000002,0.097,0.14,0.062,0.055,19236,2336,23,36,1.118
0.03,0.195,0.307,0.153,0.116,19237,2336,23,36,1.118
0.023,0.056,0.13,0.132,0.08700000000000001,19240,2448,5,4,0.0
0.058,,,,,19242,2365,23,30,5.034
0.046,0.107,0.14300000000000002,0.09,0.082,19248,2249,23,30,7.6
0.034,0.14100000000000001,0.218,0.105,0.088,19249,2336,23,36,1.118
0.053,0.1975,0.284,0.138,0.121,19250,2402,23,30,5.034
,0.224,,0.333,0.271,19253,2483,5,4,0.0
0.0645,0.23,0.29933333333333334,0.147,0.13,19255,2365,23,30,7.6
0.046,,,0.129,,19260,2444,23,30,5.034
0.023,0.10250000000000001,0.134,0.061,0.051000000000000004,19261,2402,23,30,3.238
0.041,,0.226,0.11800000000000001,0.10200000000000001,19262,2486,23,36,1.118
0.028,0.101,0.225,0.181,0.126,19265,2458,5,4,0.0
0.063,0.202,0.306,0.149,0.131,19267,2167,23,30,7.6
0.007,0.112,0.15333333333333335,0.067,0.054,19268,2333,23,30,7.6
,0.191,0.25,0.20600000000000002,0.182,19269,2725,5,18,0.92
0.018000000000000002,0.07200000000000001,0.128,0.067,0.053,19270,2174,23,10,3.422
,,0.193,0.08,,19271,2333,23,30,7.6
0.069,0.187,0.372,0.298,0.23600000000000002,19272,2511,5,10,2.6
0.047,0.253,0.5,0.36,0.262,19273,2541,5,10,2.6
0.065,0.23600000000000002,0.449,0.317,0.231,19274,2572,5,10,2.6
0.016,0.096,0.12766666666666668,0.057,0.048,19276,2375,23,30,7.6
,,,0.192,0.198,19277,2225,23,30,7.6
0.10200000000000001,0.055,0.139,0.128,0.123,19278,2225,23,30,7.6
0.056,0.147,0.184,0.108,0.095,19279,2225,23,30,7.6
0.025,,,0.088,0.06,19280,2225,23,30,7.6
,,,,0.137,19281,2573,5,10,2.6
,,,0.252,0.259,19282,2408,23,30,5.034
0.122,0.069,0.201,0.225,0.189,19283,2408,23,30,5.034
0.05,0.193,0.295,0.166,0.134,19284,2408,23,30,5.034
0.032,,,0.133,,19285,2408,23,30,5.034
0.043000000000000003,0.217,0.275,0.129,0.111,19286,2375,23,30,5.034
,,,0.14100000000000001,0.154,19287,2425,23,30,5.034
0.06,0.043000000000000003,0.10400000000000001,0.131,0.11800000000000001,19288,2425,23,30,5.034
0.037,0.14,0.157,0.08700000000000001,0.073,19289,2425,23,30,5.034
0.016,,,0.068,,19290,2425,23,30,5.034
,,,0.231,0.15,19291,2374,23,36,3.422
0.08,0.056,0.255,0.233,0.18,19292,2374,23,36,3.422
0.015,0.14,0.229,0.148,0.115,19293,2374,23,36,3.422
,0.13,,0.117,0.044,19294,2374,23,36,3.422
,,,0.168,,19295,2492,23,36,3.422
,0.191,0.41500000000000004,0.28700000000000003,0.191,19296,2492,23,36,3.422
0.021,0.067,0.149,0.07100000000000001,0.062,19300,2456,5,1,0.0
,,,0.11,0.117,19302,2225,23,30,7.6
,,,,0.07100000000000001,19303,2225,23,30,7.6
0.038,,0.108,,0.057,19304,2225,23,30,7.6
0.017,,,0.053,,19305,2225,23,30,7.6
0.0395,0.202,0.28633333333333333,0.126,0.109,19306,2425,23,30,5.034
0.003,0.081,0.161,0.07100000000000001,0.07200000000000001,19307,2577,23,36,3.422
,0.157,,0.117,0.089,19313,2425,23,30,5.034
0.0025,0.186,0.2846666666666667,0.133,0.10200000000000001,19314,2343,23,30,7.6
0.043000000000000003,,0.23600000000000002,,,19315,2730,19,7,3.9
0.024,0.064,0.1,0.062,0.056,19320,2446,5,1,1.2
,,0.25,0.20600000000000002,,19321,2626,5,4,3.1
0.028,0.113,0.17,0.088,0.074,19322,2373,23,30,5.034
,0.10300000000000001,0.201,0.17,0.129,19323,2588,5,4,3.1
0.057,0.248,0.4246666666666667,0.189,0.154,19325,2388,23,30,5.034
0.0505,0.229,0.3293333333333333,0.138,0.11800000000000001,19326,2373,23,30,5.034
-0.009000000000000001,0.036000000000000004,0.083,0.078,0.054,19327,2677,5,4,3.1
,,0.255,,0.113,19328,2475,5,4,0.0
0.032,0.162,0.22133333333333335,0.101,0.085,19333,2321,23,30,7.6
,,,0.121,0.099,19334,2346,23,30,5.034
0.018000000000000002,0.059000000000000004,0.07233333333333333,0.034,0.03,19335,2225,23,30,7.6
,0.082,0.153,0.122,0.093,19340,2588,5,4,20.3
