ndvi_4_month,ndvi_5_month,ndvi_6_month,ndvi_7_month,ndvi_8_month,elevation_contour,class,soil_name_Аллювиальные луговые тугайных лесов и кустарников,soil_name_Горно-долинные каштановые и темно-каштановые,"soil_name_Горно-долинные светло-каштановые, местами в сочетании с лугово-светло-каштановыми слабозасоленными",soil_name_Горные светло-каштановые,soil_name_Комплекс лугово-сероземных и сероземно-луговых солончаковатых (25-30%) и солонцеватых (25-30%),"soil_name_Комплекс сероземно-луговых и луговых (сазовых) солончаковатых (15-30%) и солонцеватых (15-30%), местами вторично засоленных",soil_name_Лугово-сероземные в сочетании с сероземами северными (малокарбонатными) обыкновенными,soil_name_Луговые и лугово-болотные,"soil_name_Сероземно-луговые, местами солончаковатые",soil_name_Сероземы северные (малокарбонатные) обыкновенные,soil_name_Сероземы северные (малокарбонатные) светлые вторично засоленные и заболоченные,"soil_name_Сероземы северные (малокарбонатные) светлые, местами слабо- и среднесолончаковатые",district_name_Chui district,district_name_Kemin district,district_name_Moskva district,district_name_Panfilov district,district_name_Sokuluk district,district_name_Yssyk-Ata district,district_name_Zhayil district,mean_ndvi,mean_z_score
-0.003,0.20125,0.235,-0.0132499999999999,-0.03275,730,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.07745000000000003,0.059972965821066905
0.0512499999999999,0.236,0.108,0.0355,0.0134999999999999,658,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.08884999999999996,0.13376150657492936
0.03025,0.1545,0.09025,0.038,0.002,658,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.063,-0.10924899289584648
-0.0125,-0.01375,0.04475,0.1687499999999999,0.185,654,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.07444999999999997,-0.003958786953050719
0.04725,0.1985,0.079,0.038,0.0089999999999999,654,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.07434999999999999,-0.009410665855487933
-0.013,-0.0267499999999999,0.0115,0.1165,0.31525,655,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.08070000000000002,0.009576221260294471
-0.00525,0.0154999999999999,0.02175,0.13075,0.1977499999999999,655,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.07209999999999997,-0.05191892911980909
-0.004,0.0159999999999999,0.04475,0.1415,0.1515,671,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.06994999999999998,-0.0502797993876132
0.046,0.1975,0.12,0.04475,0.00375,669,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0824,0.08959042525393701
0.0005,0.212,0.15075,0.0095,-0.0075,664,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.07304999999999999,-0.02405516020488354
0.024,0.1575,0.17625,0.035,-0.0255,1216,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07345,0.032204075070010864
-0.00025,0.131,0.189,0.0699999999999999,-0.0104999999999999,1150,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07585,0.058335345725667474
-0.011,0.0725,0.21875,0.088,-0.0195,1141,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06974999999999999,0.03031869742107136
-0.014,0.0519999999999999,0.24,0.09575,-0.0219999999999999,1184,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07035,0.05270785988296585
0.01175,0.1365,0.148,0.05925,0.0047499999999999,1253,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07204999999999999,0.003076370894265934
-0.0044999999999999,0.1397499999999999,0.16025,0.1157499999999999,0.0024999999999999,677,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.08274999999999996,0.11223892719189896
