,ndvi_4_month,ndvi_5_month,ndvi_6_month,ndvi_7_month,ndvi_8_month,elevation_contour,class,soil_name_Аллювиальные луговые тугайных лесов и кустарников,soil_name_Горно-долинные каштановые и темно-каштановые,"soil_name_Горно-долинные светло-каштановые, местами в сочетании с лугово-светло-каштановыми слабозасоленными",soil_name_Горные светло-каштановые,soil_name_Комплекс лугово-сероземных и сероземно-луговых солончаковатых (25-30%) и солонцеватых (25-30%),"soil_name_Комплекс сероземно-луговых и луговых (сазовых) солончаковатых (15-30%) и солонцеватых (15-30%), местами вторично засоленных",soil_name_Лугово-сероземные в сочетании с сероземами северными (малокарбонатными) обыкновенными,soil_name_Луговые и лугово-болотные,"soil_name_Сероземно-луговые, местами солончаковатые",soil_name_Сероземы северные (малокарбонатные) обыкновенные,soil_name_Сероземы северные (малокарбонатные) светлые вторично засоленные и заболоченные,"soil_name_Сероземы северные (малокарбонатные) светлые, местами слабо- и среднесолончаковатые",district_name_Chui district,district_name_Kemin district,district_name_Moskva district,district_name_Panfilov district,district_name_Sokuluk district,district_name_Yssyk-Ata district,district_name_Zhayil district
237,0.07750000000000001,0.29150000000000004,0.24925000000000003,0.04549999999999999,-0.027250000000000003,945,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
239,0.004,0.16924999999999998,0.20575,0.05224999999999999,0.018500000000000003,945,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
240,0.11499999999999999,0.3295,0.259,0.02924999999999999,-0.029249999999999998,953,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
242,0.005249999999999998,-0.007999999999999997,0.08025,0.15450000000000003,0.14150000000000001,953,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
243,0.0545,0.183,0.04325000000000001,-0.009000000000000008,-0.02099999999999999,626,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
245,0.024749999999999994,0.146,0.0445,0.007250000000000003,-0.007750000000000003,626,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
246,0.04225,0.193,0.0975,-0.010000000000000002,-0.010500000000000006,619,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
248,0.022000000000000006,0.12050000000000002,0.0395,0.08750000000000001,0.045,619,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
249,0.04575,0.11500000000000002,0.0775,0.065,0.0995,658,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
251,0.003999999999999999,0.009999999999999998,0.01625,0.027500000000000004,0.05525000000000001,658,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
252,0.009000000000000001,0.094,0.14650000000000002,0.21900000000000003,0.22199999999999998,667,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
254,0.01025,0.01575,0.055,0.063,0.11250000000000002,667,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
255,0.0595,0.20850000000000002,0.15050000000000002,0.003249999999999996,0.00375,722,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
257,0.034,0.11825000000000001,0.06675,0.0255,0.0014999999999999979,722,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
258,-0.0009999999999999992,0.051250000000000004,0.03175,0.0585,0.09525,716,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
260,0.00625,0.0635,0.0755,0.005249999999999996,-0.0027499999999999972,716,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
261,0.025500000000000002,0.24574999999999997,0.10600000000000001,-0.0015000000000000013,-0.03475,742,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
263,0.015499999999999998,0.07225,0.0985,0.017499999999999995,-0.018749999999999996,742,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
264,0.18275000000000002,0.382,0.247,0.11149999999999999,0.027500000000000007,728,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
266,0.04875,0.20725,0.1795,0.011500000000000003,-0.013749999999999998,728,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
267,0.067,0.13125,0.07875,0.060000000000000005,0.051250000000000004,645,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
269,0.009,0.094,0.08575,0.04575,0.029249999999999998,645,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
270,-0.021,0.11900000000000001,0.08775000000000001,0.14525000000000002,0.2605,652,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
272,0.0030000000000000027,0.0455,0.065,0.0705,0.09175,652,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
273,-0.02075,0.1225,0.07100000000000001,0.10949999999999999,0.27175,652,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
275,-0.00925,0.0067500000000000025,0.0655,0.12175000000000001,0.16225,652,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
276,-0.009500000000000001,0.13675,0.17650000000000002,0.19625,0.31125,649,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
278,0.0175,0.13725,0.14575000000000002,0.12200000000000001,0.012000000000000007,649,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
279,0.004000000000000002,0.15450000000000003,0.201,0.1755,0.18975,651,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
281,0.00375,0.00375,0.04025,0.08700000000000001,0.09625000000000002,651,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
282,-0.0017500000000000016,0.1225,0.129,0.12975,0.25225000000000003,649,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
284,0.018750000000000003,0.13724999999999998,0.134,0.10300000000000001,0.027249999999999996,649,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
285,0.0007499999999999989,0.11300000000000002,0.068,0.01875000000000001,-0.014500000000000002,719,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
287,0.0072499999999999995,0.071,0.0625,0.01125,-0.0145,719,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
288,0.002999999999999999,0.1435,0.02525,-0.0345,-0.03275,585,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
290,0.29825,0.28425,0.051250000000000004,-0.024000000000000004,-0.02475,653,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
292,-0.002499999999999997,0.0022500000000000003,0.0325,0.12575,0.13125,653,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
293,-0.0002500000000000002,0.1935,0.03425,-0.0365,-0.0445,584,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
295,0.1855,0.37725000000000003,0.11225,-0.024999999999999994,-0.009250000000000005,667,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
297,0.0024999999999999988,0.00875,0.1085,0.21475000000000002,0.22825,667,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
298,0.122,0.24875,0.164,0.19925,0.15625,813,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
300,0.028249999999999997,0.138,0.10375000000000001,0.11850000000000001,0.08325,813,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
301,-0.005000000000000001,0.0615,0.009500000000000001,-0.027500000000000004,-0.026999999999999996,588,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
303,-0.011250000000000001,-0.011500000000000002,0.008,0.031,0.07250000000000001,588,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
304,-0.006000000000000004,0.0505,0.008249999999999993,-0.02525,-0.023999999999999997,587,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
306,-0.012500000000000002,-0.009,0.005999999999999997,0.030999999999999996,0.07025,587,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
307,0.044000000000000004,0.15925,0.09250000000000001,0.01475,-0.016750000000000004,773,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
309,0.052750000000000005,0.17975000000000002,0.05499999999999999,-0.0034999999999999996,-0.00875,773,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
310,0.017000000000000005,0.0935,0.019249999999999996,-0.016750000000000004,-0.02425,594,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
312,-0.0052499999999999995,-0.0024999999999999988,0.027250000000000003,0.0645,0.07175000000000001,594,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
313,0.0004999999999999987,0.020000000000000004,0.04825,0.08525,0.15375,680,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
315,0.0012500000000000002,0.01125,0.05450000000000001,0.07925,0.07525,680,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
316,0.006750000000000001,0.031,0.08499999999999999,0.15600000000000003,0.166,666,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
318,0.006749999999999999,0.028499999999999998,0.1005,0.11050000000000001,0.11450000000000002,666,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
319,0.0077499999999999965,0.19675,0.03125000000000002,-0.038,-0.04575,590,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
321,0.0040000000000000036,0.1655,0.038500000000000006,-0.010250000000000002,-0.02425,590,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
322,-0.009000000000000005,0.005749999999999998,0.0695,0.21599999999999997,0.19024999999999997,740,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
324,0.07700000000000001,0.23825000000000002,0.08,0.015500000000000007,-0.015250000000000003,740,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
325,0.11925000000000002,0.157,0.051750000000000004,-0.00925,-0.011500000000000003,696,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
327,0.0027500000000000016,0.026500000000000003,0.035250000000000004,0.0015000000000000005,0.0034999999999999988,696,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
328,-0.004749999999999999,0.022250000000000002,0.047,0.07375,0.08125,826,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
330,-0.004750000000000001,0.005250000000000001,0.043000000000000003,0.059750000000000004,0.04525,826,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
331,-0.0002500000000000002,0.05,0.10975,0.34875,0.404,644,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
333,0.0005000000000000004,0.03425,0.085,0.13699999999999998,0.2115,644,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
334,-0.015499999999999996,0.016249999999999997,0.11725000000000001,0.33275,0.41500000000000004,692,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
336,0.0012499999999999976,-0.0005000000000000004,0.061,0.19724999999999998,0.19,692,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
337,-0.0012500000000000011,0.03899999999999999,0.0965,0.17925000000000002,0.271,665,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
339,0.0,0.019750000000000004,0.0505,0.10725000000000001,0.17825000000000002,665,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
340,-0.014500000000000002,0.0495,0.09625,0.1525,0.187,791,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
342,0.02825,0.09225000000000001,0.04725,-0.0005000000000000004,-0.008750000000000003,791,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
343,0.10850000000000001,0.14800000000000002,0.07875,0.018500000000000003,-0.009500000000000001,918,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
345,0.0055,0.053000000000000005,0.08800000000000001,0.029,0.01175,918,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
346,0.02475,0.13975,0.08925000000000001,0.008499999999999999,0.0009999999999999992,746,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
348,-0.0009999999999999992,0.0635,0.09050000000000001,0.0022500000000000003,-0.0035000000000000014,746,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
349,0.007000000000000003,0.16525,0.05299999999999999,-0.0017500000000000016,-0.021,618,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
351,0.04,0.11325000000000002,0.05475,0.020500000000000004,-0.01025,618,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
352,0.002499999999999997,0.15975,0.05450000000000001,0.0072499999999999995,-0.014,622,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
354,0.01125,0.0785,0.026500000000000003,0.0165,-0.006249999999999999,622,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
355,0.18325,0.28175,0.006999999999999999,0.04125,0.03075,582,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
357,0.4265,0.52475,0.02725000000000001,0.16425,0.092,583,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
359,0.14625,0.27025,0.030500000000000003,0.0915,0.019000000000000003,583,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
360,-0.015499999999999998,-0.01025,0.017499999999999995,0.06874999999999999,0.08075,625,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
362,0.018999999999999996,0.08475,0.013,0.0037500000000000016,-0.010999999999999996,625,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
363,0.0955,0.11025,0.11375000000000002,0.12825,0.12325000000000001,708,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
365,0.0062499999999999995,0.008749999999999999,0.05775,0.0835,0.09375000000000001,708,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
366,0.0675,0.05475000000000001,0.012249999999999997,0.0014999999999999996,0.0017499999999999998,687,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
368,0.0015000000000000005,0.009750000000000002,0.043000000000000003,0.044500000000000005,0.053500000000000006,687,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
369,0.060000000000000005,0.07550000000000001,0.038,0.0405,0.0245,687,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
371,0.00024999999999999935,0.0072499999999999995,0.029500000000000002,0.042749999999999996,0.04025,687,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
372,0.0405,0.096,0.060000000000000005,0.025249999999999998,0.0365,687,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
374,0.0005000000000000004,0.0105,0.04975,0.06875,0.07425000000000001,687,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
375,0.13675,0.1815,0.028999999999999998,0.009499999999999998,-0.0105,682,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
377,0.046,0.09625000000000002,0.038250000000000006,-0.003499999999999998,0.003749999999999999,682,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
378,0.0,0.074,0.148,0.27325,0.28700000000000003,683,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
380,-0.004750000000000001,0.015250000000000001,0.10775000000000001,0.14300000000000002,0.135,683,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
381,0.02675,0.069,0.02425,0.0,-0.004999999999999999,677,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
383,-0.0014999999999999996,0.004750000000000001,0.06525,0.07425,0.0645,677,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
384,-0.002000000000000001,0.034,0.08600000000000001,0.11400000000000002,0.11775000000000002,686,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
386,-0.00275,0.0005000000000000004,0.031,0.048,0.051500000000000004,686,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
387,0.023,0.064,0.08975000000000001,0.186,0.1795,707,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
389,-0.004,0.00375,0.03725,0.0745,0.10450000000000001,707,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
390,-0.006999999999999999,0.006749999999999999,0.08675,0.13775,0.13125,586,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
392,-0.002,0.047,0.0685,0.006500000000000002,-0.009500000000000001,586,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
393,0.030499999999999996,0.091,0.032,0.002999999999999999,0.0007500000000000041,586,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
395,-0.0010000000000000009,0.025500000000000002,0.034749999999999996,0.06575,0.049,586,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
396,-0.012000000000000004,0.032,0.14450000000000002,0.20125,0.32025000000000003,703,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
398,-0.011500000000000002,0.020999999999999998,0.0925,0.16874999999999998,0.16999999999999998,703,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
399,-0.012750000000000004,0.12525,0.13725,0.24849999999999997,0.3835,696,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
401,-0.010500000000000004,0.02025000000000001,0.10200000000000001,0.19275000000000003,0.18225000000000002,696,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
402,0.133,0.10625000000000001,0.0495,0.10825,0.063,594,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
404,0.02,0.07425000000000001,0.019249999999999996,0.0035000000000000005,-0.002999999999999999,594,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
405,-0.007000000000000003,0.056499999999999995,0.17425,0.2055,0.3125,707,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
407,0.049249999999999995,0.23049999999999998,0.13225,0.23075,0.20125000000000004,707,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
408,0.3065,0.46950000000000003,0.22475,0.38875000000000004,0.262,599,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
410,0.099,0.23249999999999998,0.16475,0.20550000000000002,0.11,599,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
411,0.20725,0.37725,0.21525000000000002,0.013499999999999998,0.0030000000000000027,690,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
413,0.056999999999999995,0.20125,0.193,0.010249999999999995,-0.007000000000000003,690,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
414,-0.0005000000000000004,0.1935,0.092,0.02025,-0.009749999999999998,599,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
416,0.04575,0.15325,0.129,0.07250000000000001,0.087,599,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
417,0.024499999999999994,0.132,0.03875,-0.023499999999999997,-0.018500000000000003,576,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
419,0.013250000000000001,0.0935,0.034,-0.0037500000000000033,-0.00425,576,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
420,0.006250000000000002,0.15000000000000002,0.0315,-0.03475,-0.029000000000000005,576,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
422,-0.004749999999999999,0.08025,0.045,-0.006499999999999999,-0.012249999999999997,576,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
423,0.06575,0.17475,0.05449999999999999,0.003499999999999996,-0.013749999999999998,584,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
425,0.062,0.13575,0.0175,0.013000000000000001,-0.010750000000000003,584,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
426,0.10800000000000001,0.2345,0.061250000000000006,0.029999999999999992,-0.006999999999999992,595,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
428,0.06025,0.16425,0.013249999999999998,0.0045000000000000005,-0.015249999999999996,595,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
429,-0.005000000000000001,0.14775,0.06325,0.0012499999999999976,-0.017499999999999998,600,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
431,-0.0047500000000000025,0.052,0.07750000000000001,0.013999999999999999,-0.004249999999999997,600,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
432,0.12225000000000001,0.2415,0.021750000000000002,-0.003500000000000003,-0.0225,599,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
434,0.04625,0.1385,0.01225,-0.002250000000000002,-0.014999999999999998,599,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
435,0.44325000000000003,0.5105,0.10200000000000001,0.353,0.05875000000000001,595,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
437,0.14125,0.27375,0.09975,0.23700000000000002,0.07075000000000001,595,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
438,0.0025000000000000022,0.358,0.18525000000000003,0.054000000000000006,-0.015749999999999997,593,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
440,0.03975,0.058750000000000004,0.09275,0.009750000000000002,-0.004999999999999994,593,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
441,0.027,0.07100000000000001,0.018750000000000003,0.008749999999999999,-0.0022500000000000003,596,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
443,0.01125,0.03825,0.0055,0.002,-0.0012500000000000011,596,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
444,0.22149999999999997,0.25725,0.09075000000000001,0.0030000000000000027,0.010000000000000005,696,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
446,0.03225,0.11350000000000002,0.046000000000000006,0.024749999999999994,0.0295,696,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
447,0.114,0.051000000000000004,0.1405,0.14875000000000002,0.13,700,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
449,0.016999999999999998,0.06375,0.030000000000000002,0.0245,0.0175,700,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
450,-0.004,0.018250000000000002,0.08850000000000001,0.18724999999999997,0.2135,700,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
452,0.03775,0.012000000000000004,0.04925,0.11725000000000002,0.11600000000000002,700,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
453,0.019,0.15550000000000003,0.12,0.03275,0.0315,697,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
455,0.0335,0.11100000000000002,0.0705,0.11400000000000002,0.07075,697,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
456,0.19625000000000004,0.085,0.235,0.20025,0.12025000000000001,697,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
458,-0.0022499999999999985,0.027999999999999997,0.07325000000000001,0.148,0.132,697,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
459,0.08625,0.11775000000000001,0.06875,0.0017500000000000016,0.0022500000000000003,687,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
461,0.0015000000000000005,0.00775,0.045000000000000005,0.06375,0.05975000000000001,687,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
462,0.03775,0.44025000000000003,0.298,-0.023500000000000007,-0.02275,695,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
464,-0.0025000000000000022,0.23650000000000004,0.1855,0.009750000000000002,-0.016999999999999998,695,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
465,0.040999999999999995,0.24075,0.1455,0.028500000000000004,-0.007750000000000003,698,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
467,0.059250000000000004,0.1635,0.0655,0.023250000000000007,-0.011250000000000003,698,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
468,-0.0037500000000000016,0.0037500000000000007,0.02375,0.04825,0.064,722,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
470,-0.0015000000000000005,-0.0017500000000000007,0.02075,0.04700000000000001,0.051750000000000004,722,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
471,-0.0015000000000000005,0.031,0.016,-0.00375,-0.0075,835,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
473,0.00375,0.20675,0.10325000000000001,-0.031,-0.045000000000000005,819,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
475,0.03975,0.3320000000000001,0.20074999999999998,-0.025,-0.022999999999999996,704,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
477,0.0012499999999999976,0.1835,0.12625000000000003,0.01225,-0.014250000000000006,704,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
478,0.19974999999999998,0.25350000000000006,0.13775,0.22800000000000004,0.1345,711,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
480,0.05625,0.14100000000000001,0.09775,0.11950000000000001,0.04575,711,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
481,0.24025000000000002,0.42100000000000004,0.11325,0.022499999999999992,-0.0155,704,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
483,0.06075,0.20700000000000002,0.07825,0.03225,-0.021499999999999995,704,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
484,0.0005000000000000004,0.118,0.22675,0.30325,0.34525,709,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
486,0.003999999999999998,0.0072499999999999995,0.112,0.131,0.12200000000000001,709,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
487,-0.015250000000000003,0.018000000000000002,-0.008500000000000008,0.07625,0.3445,615,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
489,-0.009999999999999998,-0.006499999999999995,0.12725,0.26625,0.2575,615,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
