,red,date,class,id,class_name
16189,0.44,2022-07-02,3,5,Кукуруза
16190,0.382,2022-08-01,3,5,Кукуруза
16191,0.243,2022-09-05,3,5,Кукуруза
16251,0.059000000000000004,2022-04-03,5,9,Свекла
16252,0.111,2022-06-07,5,9,Свекла
16253,0.195,2022-07-02,5,9,Свекла
16254,0.211,2022-08-01,5,9,Свекла
16255,0.23700000000000002,2022-09-05,5,9,Свекла
16315,0.036000000000000004,2022-04-03,5,11,Свекла
16316,0.14,2022-06-07,5,11,Свекла
16317,0.08600000000000001,2022-07-02,5,11,Свекла
16318,0.08,2022-08-01,5,11,Свекла
16319,0.07200000000000001,2022-09-05,5,11,Свекла
16379,0.151,2022-04-03,4,12,Пшеница
16380,0.28700000000000003,2022-06-07,4,12,Пшеница
16381,0.14,2022-07-02,4,12,Пшеница
16382,0.10200000000000001,2022-08-01,4,12,Пшеница
16383,0.116,2022-09-05,4,12,Пшеница
16443,0.07100000000000001,2022-04-03,5,13,Свекла
16444,0.377,2022-06-07,5,13,Свекла
16445,0.549,2022-07-02,5,13,Свекла
16446,0.501,2022-08-01,5,13,Свекла
16447,0.421,2022-09-05,5,13,Свекла
16507,0.199,2022-04-03,4,14,Пшеница
16508,0.234,2022-06-07,4,14,Пшеница
16509,0.169,2022-07-02,4,14,Пшеница
16510,0.125,2022-08-01,4,14,Пшеница
16511,0.068,2022-09-05,4,14,Пшеница
16574,0.031,2022-04-03,4,60,Пшеница
16575,0.14100000000000001,2022-05-08,4,60,Пшеница
16576,0.164,2022-06-07,4,60,Пшеница
16577,0.07200000000000001,2022-07-02,4,60,Пшеница
16578,0.027,2022-08-01,4,60,Пшеница
16579,0.027,2022-09-05,4,60,Пшеница
16580,0.023,2022-10-05,4,60,Пшеница
16735,0.17300000000000001,2022-04-03,4,42,Пшеница
16736,0.121,2022-06-07,4,42,Пшеница
16737,0.085,2022-07-02,4,42,Пшеница
16738,0.073,2022-08-01,4,42,Пшеница
16739,0.048,2022-09-05,4,42,Пшеница
16803,0.168,2022-04-03,4,47,Пшеница
16804,0.353,2022-05-08,4,47,Пшеница
16805,0.10400000000000001,2022-06-07,4,47,Пшеница
16806,0.083,2022-07-02,4,47,Пшеница
16807,0.069,2022-08-01,4,47,Пшеница
16808,0.048,2022-09-05,4,47,Пшеница
16809,0.048,2022-10-05,4,47,Пшеница
16902,0.13,2022-04-03,6,52,Люцерна
16903,0.289,2022-05-08,6,52,Люцерна
16904,0.094,2022-06-07,6,52,Люцерна
16905,0.08,2022-07-02,6,52,Люцерна
16906,0.07200000000000001,2022-08-01,6,52,Люцерна
16907,0.069,2022-09-05,6,52,Люцерна
16908,0.066,2022-10-05,6,52,Люцерна
17001,0.033,2022-04-03,6,63,Люцерна
17002,0.074,2022-05-08,6,63,Люцерна
17003,0.176,2022-06-07,6,63,Люцерна
17004,0.059000000000000004,2022-07-02,6,63,Люцерна
17005,0.07200000000000001,2022-08-01,6,63,Люцерна
17006,0.066,2022-09-05,6,63,Люцерна
17007,0.054,2022-10-05,6,63,Люцерна
17169,0.093,2022-04-03,2,62,Ячмень
17170,0.244,2022-05-08,2,62,Ячмень
17171,0.147,2022-06-07,2,62,Ячмень
17172,0.051000000000000004,2022-07-02,2,62,Ячмень
17173,0.049,2022-08-01,2,62,Ячмень
17174,0.108,2022-09-05,2,62,Ячмень
17175,0.17200000000000001,2022-10-05,2,62,Ячмень
17268,0.137,2022-04-03,4,64,Пшеница
17269,0.319,2022-05-08,4,64,Пшеница
17270,0.17200000000000001,2022-06-07,4,64,Пшеница
17271,0.091,2022-07-02,4,64,Пшеница
17272,0.047,2022-08-01,4,64,Пшеница
17273,0.046,2022-08-01,4,64,Пшеница
17274,0.132,2022-09-05,4,64,Пшеница
17275,0.213,2022-10-05,4,64,Пшеница
17369,0.164,2022-04-03,17,65,Сил
17370,0.381,2022-05-08,17,65,Сил
17371,0.165,2022-06-07,17,65,Сил
17372,0.096,2022-07-02,17,65,Сил
17373,0.051000000000000004,2022-08-01,17,65,Сил
17374,0.155,2022-09-05,17,65,Сил
17375,0.195,2022-10-05,17,65,Сил
17469,0.165,2022-04-03,4,66,Пшеница
17470,0.394,2022-05-08,4,66,Пшеница
17471,0.156,2022-06-07,4,66,Пшеница
17472,0.089,2022-07-02,4,66,Пшеница
17473,0.04,2022-08-01,4,66,Пшеница
17474,0.052000000000000005,2022-09-05,4,66,Пшеница
17475,0.1,2022-10-05,4,66,Пшеница
17565,0.062,2022-04-03,2,34,Ячмень
17566,0.136,2022-06-07,2,34,Ячмень
17567,0.083,2022-07-02,2,34,Ячмень
17568,0.064,2022-08-01,2,34,Ячмень
17569,0.063,2022-09-05,2,34,Ячмень
17653,0.077,2022-04-03,2,40,Ячмень
17654,0.198,2022-06-07,2,40,Ячмень
17655,0.122,2022-07-02,2,40,Ячмень
17656,0.078,2022-08-01,2,40,Ячмень
17657,0.077,2022-09-05,2,40,Ячмень
17717,0.037,2022-04-03,2,43,Ячмень
17718,0.073,2022-06-07,2,43,Ячмень
17719,0.044,2022-07-02,2,43,Ячмень
17720,0.036000000000000004,2022-08-01,2,43,Ячмень
17721,0.035,2022-09-05,2,43,Ячмень
17849,0.044,2022-04-03,2,80,Ячмень
17850,0.126,2022-05-08,2,80,Ячмень
17851,0.091,2022-06-07,2,80,Ячмень
17852,0.076,2022-07-02,2,80,Ячмень
17853,0.081,2022-08-01,2,80,Ячмень
17854,0.054,2022-10-05,2,80,Ячмень
17966,0.068,2022-04-03,6,95,Люцерна
17967,0.226,2022-05-08,6,95,Люцерна
17968,0.11,2022-06-07,6,95,Люцерна
17969,0.191,2022-07-02,6,95,Люцерна
17970,0.12,2022-08-01,6,95,Люцерна
17971,0.088,2022-10-05,6,95,Люцерна
18038,0.1,2022-04-03,4,94,Пшеница
18039,0.297,2022-05-08,4,94,Пшеница
18040,0.135,2022-06-07,4,94,Пшеница
18041,0.08700000000000001,2022-07-02,4,94,Пшеница
18042,0.05,2022-08-01,4,94,Пшеница
18043,0.048,2022-10-05,4,94,Пшеница
18109,0.051000000000000004,2022-04-03,4,131,Пшеница
18110,0.166,2022-05-08,4,131,Пшеница
18111,0.084,2022-06-07,4,131,Пшеница
18112,0.075,2022-07-02,4,131,Пшеница
18113,0.043000000000000003,2022-08-01,4,131,Пшеница
18114,0.041,2022-10-05,4,131,Пшеница
18177,0.106,2022-04-03,4,130,Пшеница
18178,0.232,2022-05-08,4,130,Пшеница
18179,0.14,2022-06-07,4,130,Пшеница
18180,0.093,2022-07-02,4,130,Пшеница
18181,0.053,2022-08-01,4,130,Пшеница
18182,0.055,2022-10-05,4,130,Пшеница
18245,0.074,2022-04-03,4,134,Пшеница
18246,0.187,2022-05-08,4,134,Пшеница
18247,0.078,2022-06-07,4,134,Пшеница
18248,0.07,2022-07-02,4,134,Пшеница
18249,0.048,2022-08-01,4,134,Пшеница
18250,0.049,2022-10-05,4,134,Пшеница
18313,0.023,2022-04-03,1,117,Соя
18314,0.046,2022-05-08,1,117,Соя
18315,0.095,2022-06-07,1,117,Соя
18316,0.161,2022-07-02,1,117,Соя
18317,0.166,2022-08-01,1,117,Соя
18318,0.064,2022-10-05,1,117,Соя
18381,0.085,2022-04-03,4,120,Пшеница
18382,0.36,2022-05-08,4,120,Пшеница
18383,0.152,2022-06-07,4,120,Пшеница
18384,0.078,2022-07-02,4,120,Пшеница
18385,0.073,2022-08-01,4,120,Пшеница
18386,0.076,2022-10-05,4,120,Пшеница
18449,0.217,2022-04-03,6,150,Люцерна
18450,0.437,2022-05-08,6,150,Люцерна
18451,0.34,2022-06-07,6,150,Люцерна
18452,0.423,2022-07-02,6,150,Люцерна
18453,0.259,2022-08-01,6,150,Люцерна
18454,0.19,2022-10-05,6,150,Люцерна
18517,0.041,2022-04-03,2,157,Ячмень
18518,0.14200000000000002,2022-05-08,2,157,Ячмень
18519,0.182,2022-06-07,2,157,Ячмень
18520,0.1,2022-07-02,2,157,Ячмень
18521,0.068,2022-08-01,2,157,Ячмень
18522,0.06,2022-10-05,2,157,Ячмень
18585,0.106,2022-04-03,6,152,Люцерна
18586,0.294,2022-05-08,6,152,Люцерна
18587,0.253,2022-06-07,6,152,Люцерна
18588,0.17500000000000002,2022-07-02,6,152,Люцерна
18589,0.195,2022-08-01,6,152,Люцерна
18590,0.113,2022-10-05,6,152,Люцерна
18653,0.053,2022-04-03,4,148,Пшеница
18654,0.14400000000000002,2022-05-08,4,148,Пшеница
18655,0.059000000000000004,2022-06-07,4,148,Пшеница
18656,0.038,2022-07-02,4,148,Пшеница
18657,0.033,2022-08-01,4,148,Пшеница
18658,0.037,2022-10-05,4,148,Пшеница
18721,0.161,2022-04-03,4,156,Пшеница
18722,0.334,2022-05-08,4,156,Пшеница
18723,0.10400000000000001,2022-06-07,4,156,Пшеница
18724,0.091,2022-07-02,4,156,Пшеница
18725,0.08600000000000001,2022-08-01,4,156,Пшеница
18726,0.089,2022-10-05,4,156,Пшеница
18789,0.031,2022-04-03,3,145,Кукуруза
18790,0.079,2022-05-08,3,145,Кукуруза
18791,0.098,2022-06-07,3,145,Кукуруза
18792,0.156,2022-07-02,3,145,Кукуруза
18793,0.124,2022-08-01,3,145,Кукуруза
18794,0.032,2022-10-05,3,145,Кукуруза
18857,0.149,2022-04-03,4,155,Пшеница
18858,0.275,2022-05-08,4,155,Пшеница
18859,0.095,2022-06-07,4,155,Пшеница
18860,0.08600000000000001,2022-07-02,4,155,Пшеница
18861,0.074,2022-08-01,4,155,Пшеница
18862,0.073,2022-10-05,4,155,Пшеница
18925,0.026000000000000002,2022-04-03,2,144,Ячмень
18926,0.11800000000000001,2022-05-08,2,144,Ячмень
18927,0.153,2022-06-07,2,144,Ячмень
18928,0.07,2022-07-02,2,144,Ячмень
18929,0.038,2022-08-01,2,144,Ячмень
18930,0.034,2022-10-05,2,144,Ячмень
18993,0.31,2022-04-03,6,133,Люцерна
18994,0.507,2022-05-08,6,133,Люцерна
18995,0.167,2022-06-07,6,133,Люцерна
18996,0.26,2022-07-02,6,133,Люцерна
18997,0.156,2022-08-01,6,133,Люцерна
18998,0.20400000000000001,2022-10-05,6,133,Люцерна
19105,0.045,2022-04-03,2,154,Ячмень
19106,0.20400000000000001,2022-05-08,2,154,Ячмень
19107,0.152,2022-06-07,2,154,Ячмень
19108,0.089,2022-07-02,2,154,Ячмень
19109,0.067,2022-08-01,2,154,Ячмень
19110,0.05,2022-10-05,2,154,Ячмень
19173,0.069,2022-04-03,4,153,Пшеница
19174,0.20400000000000001,2022-05-08,4,153,Пшеница
19175,0.107,2022-06-07,4,153,Пшеница
19176,0.062,2022-07-02,4,153,Пшеница
19177,0.052000000000000005,2022-08-01,4,153,Пшеница
19178,0.028,2022-10-05,4,153,Пшеница
19241,0.029,2022-04-03,5,114,Свекла
19242,0.036000000000000004,2022-05-08,5,114,Свекла
19243,0.07,2022-06-07,5,114,Свекла
19244,0.107,2022-07-02,5,114,Свекла
19245,0.168,2022-08-01,5,114,Свекла
19246,0.049,2022-10-05,5,114,Свекла
19309,0.027,2022-04-03,5,115,Свекла
19310,0.031,2022-05-08,5,115,Свекла
19311,0.06,2022-06-07,5,115,Свекла
19312,0.10300000000000001,2022-07-02,5,115,Свекла
19313,0.157,2022-08-01,5,115,Свекла
19314,0.094,2022-10-05,5,115,Свекла
19567,0.251,2022-05-08,4,71,Пшеница
19761,0.126,2022-04-03,2,160,Ячмень
19762,0.181,2022-05-08,2,160,Ячмень
19763,0.23900000000000002,2022-06-07,2,160,Ячмень
19764,0.13,2022-07-02,2,160,Ячмень
19765,0.095,2022-08-01,2,160,Ячмень
19766,0.093,2022-10-05,2,160,Ячмень
19829,0.299,2022-04-03,6,159,Люцерна
19830,0.516,2022-05-08,6,159,Люцерна
19831,0.26,2022-06-07,6,159,Люцерна
19832,0.489,2022-07-02,6,159,Люцерна
19833,0.231,2022-08-01,6,159,Люцерна
19834,0.202,2022-10-05,6,159,Люцерна
19897,0.038,2022-04-03,4,161,Пшеница
19898,0.083,2022-05-08,4,161,Пшеница
19899,0.037,2022-06-07,4,161,Пшеница
19900,0.031,2022-07-02,4,161,Пшеница
19901,0.03,2022-08-01,4,161,Пшеница
19902,0.031,2022-10-05,4,161,Пшеница
19965,0.121,2022-04-03,4,158,Пшеница
19966,0.274,2022-05-08,4,158,Пшеница
19967,0.083,2022-06-07,4,158,Пшеница
19968,0.061,2022-07-02,4,158,Пшеница
19969,0.057,2022-08-01,4,158,Пшеница
19970,0.056,2022-10-05,4,158,Пшеница
20033,0.07100000000000001,2022-04-03,0,177,Картофель
20034,0.095,2022-05-08,0,177,Картофель
20035,0.312,2022-06-07,0,177,Картофель
20036,0.514,2022-07-02,0,177,Картофель
20037,0.496,2022-08-01,0,177,Картофель
20038,0.159,2022-10-05,0,177,Картофель
20101,0.069,2022-04-03,0,178,Картофель
20102,0.096,2022-05-08,0,178,Картофель
20103,0.431,2022-06-07,0,178,Картофель
20104,0.481,2022-07-02,0,178,Картофель
20105,0.375,2022-08-01,0,178,Картофель
20106,0.401,2022-10-05,0,178,Картофель
20169,0.051000000000000004,2022-04-03,0,179,Картофель
20170,0.08700000000000001,2022-05-08,0,179,Картофель
20171,0.164,2022-06-07,0,179,Картофель
20172,0.337,2022-07-02,0,179,Картофель
20173,0.318,2022-08-01,0,179,Картофель
20174,0.11,2022-10-05,0,179,Картофель
20238,0.125,2022-04-03,4,182,Пшеница
20239,0.316,2022-05-08,4,182,Пшеница
20240,0.226,2022-06-07,4,182,Пшеница
20241,0.167,2022-07-02,4,182,Пшеница
20242,0.117,2022-08-01,4,182,Пшеница
20243,0.124,2022-10-05,4,182,Пшеница
20310,0.074,2022-04-03,3,186,Кукуруза
20311,0.12,2022-05-08,3,186,Кукуруза
20312,0.121,2022-06-07,3,186,Кукуруза
20313,0.306,2022-07-02,3,186,Кукуруза
20314,0.401,2022-08-01,3,186,Кукуруза
20315,0.059000000000000004,2022-10-05,3,186,Кукуруза
20382,0.07100000000000001,2022-04-03,3,183,Кукуруза
20383,0.078,2022-05-08,3,183,Кукуруза
20384,0.167,2022-06-07,3,183,Кукуруза
20385,0.356,2022-07-02,3,183,Кукуруза
20386,0.385,2022-08-01,3,183,Кукуруза
20387,0.067,2022-10-05,3,183,Кукуруза
20454,0.146,2022-04-03,4,184,Пшеница
20455,0.41100000000000003,2022-05-08,4,184,Пшеница
20456,0.211,2022-06-07,4,184,Пшеница
20457,0.181,2022-07-02,4,184,Пшеница
20458,0.14,2022-08-01,4,184,Пшеница
20459,0.083,2022-10-05,4,184,Пшеница
20526,0.093,2022-04-03,2,189,Ячмень
20527,0.439,2022-05-08,2,189,Ячмень
20528,0.331,2022-06-07,2,189,Ячмень
20529,0.157,2022-07-02,2,189,Ячмень
20530,0.128,2022-08-01,2,189,Ячмень
20531,0.064,2022-10-05,2,189,Ячмень
20598,0.125,2022-04-03,6,185,Люцерна
20599,0.459,2022-05-08,6,185,Люцерна
20600,0.213,2022-06-07,6,185,Люцерна
20601,0.481,2022-07-02,6,185,Люцерна
20602,0.359,2022-08-01,6,185,Люцерна
20603,0.312,2022-10-05,6,185,Люцерна
20670,0.152,2022-04-03,4,188,Пшеница
20671,0.40800000000000003,2022-05-08,4,188,Пшеница
20672,0.281,2022-06-07,4,188,Пшеница
20673,0.19,2022-07-02,4,188,Пшеница
20674,0.135,2022-08-01,4,188,Пшеница
20675,0.10400000000000001,2022-10-05,4,188,Пшеница
20742,0.064,2022-04-03,3,187,Кукуруза
20743,0.107,2022-05-08,3,187,Кукуруза
20744,0.152,2022-06-07,3,187,Кукуруза
20745,0.31,2022-07-02,3,187,Кукуруза
20746,0.309,2022-08-01,3,187,Кукуруза
20747,0.112,2022-10-05,3,187,Кукуруза
20862,0.101,2022-04-03,4,215,Пшеница
20863,0.24,2022-05-08,4,215,Пшеница
20864,0.123,2022-06-07,4,215,Пшеница
20865,0.057,2022-07-02,4,215,Пшеница
20866,0.035,2022-08-01,4,215,Пшеница
20867,0.034,2022-10-05,4,215,Пшеница
20934,0.269,2022-04-03,4,208,Пшеница
20935,0.451,2022-05-08,4,208,Пшеница
20936,0.277,2022-06-07,4,208,Пшеница
20937,0.117,2022-07-02,4,208,Пшеница
20938,0.081,2022-08-01,4,208,Пшеница
20939,0.28700000000000003,2022-10-05,4,208,Пшеница
21006,0.052000000000000005,2022-04-03,2,241,Ячмень
21007,0.359,2022-05-08,2,241,Ячмень
21008,0.381,2022-06-07,2,241,Ячмень
21009,0.252,2022-07-02,2,241,Ячмень
21010,0.138,2022-08-01,2,241,Ячмень
21011,0.115,2022-10-05,2,241,Ячмень
21078,0.14,2022-04-03,4,236,Пшеница
21079,0.171,2022-05-08,4,236,Пшеница
21080,0.038,2022-06-07,4,236,Пшеница
21081,0.035,2022-07-02,4,236,Пшеница
21082,0.037,2022-08-01,4,236,Пшеница
21083,0.037,2022-10-05,4,236,Пшеница
21150,0.032,2022-04-03,3,238,Кукуруза
21151,0.043000000000000003,2022-05-08,3,238,Кукуруза
21152,0.123,2022-06-07,3,238,Кукуруза
21153,0.229,2022-07-02,3,238,Кукуруза
21154,0.24,2022-08-01,3,238,Кукуруза
21155,0.053,2022-10-05,3,238,Кукуруза
21222,0.044,2022-04-03,5,234,Свекла
21223,0.08,2022-05-08,5,234,Свекла
21224,0.23500000000000001,2022-06-07,5,234,Свекла
21225,0.335,2022-07-02,5,234,Свекла
21226,0.324,2022-08-01,5,234,Свекла
21227,0.159,2022-10-05,5,234,Свекла
21294,0.055,2022-04-03,5,235,Свекла
21295,0.083,2022-05-08,5,235,Свекла
21296,0.162,2022-06-07,5,235,Свекла
21297,0.275,2022-07-02,5,235,Свекла
21298,0.343,2022-08-01,5,235,Свекла
21299,0.23500000000000001,2022-10-05,5,235,Свекла
21366,0.267,2022-04-03,6,233,Люцерна
21367,0.46900000000000003,2022-05-08,6,233,Люцерна
21368,0.224,2022-06-07,6,233,Люцерна
21369,0.342,2022-07-02,6,233,Люцерна
21370,0.23900000000000002,2022-08-01,6,233,Люцерна
21371,0.211,2022-10-05,6,233,Люцерна
21438,0.037,2022-04-03,5,231,Свекла
21439,0.112,2022-05-08,5,231,Свекла
21440,0.203,2022-06-07,5,231,Свекла
21441,0.319,2022-07-02,5,231,Свекла
21442,0.396,2022-08-01,5,231,Свекла
21443,0.309,2022-10-05,5,231,Свекла
21510,0.026000000000000002,2022-04-03,5,230,Свекла
21511,0.068,2022-05-08,5,230,Свекла
21512,0.14300000000000002,2022-06-07,5,230,Свекла
21513,0.20500000000000002,2022-07-02,5,230,Свекла
21514,0.289,2022-08-01,5,230,Свекла
21515,0.232,2022-10-05,5,230,Свекла
21582,0.032,2022-04-03,3,229,Кукуруза
21583,0.036000000000000004,2022-05-08,3,229,Кукуруза
21584,0.057,2022-06-07,3,229,Кукуруза
21585,0.134,2022-07-02,3,229,Кукуруза
21586,0.202,2022-08-01,3,229,Кукуруза
21587,0.039,2022-10-05,3,229,Кукуруза
21654,0.052000000000000005,2022-04-03,0,219,Картофель
21655,0.077,2022-05-08,0,219,Картофель
21656,0.448,2022-06-07,0,219,Картофель
21657,0.421,2022-07-02,0,219,Картофель
21658,0.14,2022-08-01,0,219,Картофель
21659,0.054,2022-10-05,0,219,Картофель
21726,0.054,2022-04-03,0,218,Картофель
21727,0.067,2022-05-08,0,218,Картофель
21728,0.42,2022-06-07,0,218,Картофель
21729,0.43,2022-07-02,0,218,Картофель
21730,0.247,2022-08-01,0,218,Картофель
21731,0.05,2022-10-05,0,218,Картофель
21797,0.052000000000000005,2022-04-03,0,213,Картофель
21798,0.23600000000000002,2022-05-08,0,213,Картофель
21799,0.53,2022-06-07,0,213,Картофель
21800,0.41100000000000003,2022-07-02,0,213,Картофель
21801,0.076,2022-08-01,0,213,Картофель
21802,0.063,2022-10-05,0,213,Картофель
21914,0.068,2022-04-03,6,207,Люцерна
21915,0.192,2022-05-08,6,207,Люцерна
21916,0.047,2022-06-07,6,207,Люцерна
21917,0.033,2022-07-02,6,207,Люцерна
21918,0.028,2022-08-01,6,207,Люцерна
21919,0.026000000000000002,2022-10-05,6,207,Люцерна
21986,0.057,2022-04-03,2,203,Ячмень
21987,0.23900000000000002,2022-05-08,2,203,Ячмень
21988,0.211,2022-06-07,2,203,Ячмень
21989,0.088,2022-07-02,2,203,Ячмень
21990,0.062,2022-08-01,2,203,Ячмень
21991,0.055,2022-10-05,2,203,Ячмень
22058,0.043000000000000003,2022-04-03,0,211,Картофель
22059,0.16,2022-05-08,0,211,Картофель
22060,0.454,2022-06-07,0,211,Картофель
22061,0.426,2022-07-02,0,211,Картофель
22062,0.27,2022-08-01,0,211,Картофель
22063,0.048,2022-10-05,0,211,Картофель
22130,0.342,2022-04-03,4,217,Пшеница
22131,0.529,2022-05-08,4,217,Пшеница
22132,0.439,2022-06-07,4,217,Пшеница
22133,0.156,2022-07-02,4,217,Пшеница
22134,0.062,2022-08-01,4,217,Пшеница
22135,0.07200000000000001,2022-10-05,4,217,Пшеница
22346,0.213,2022-04-03,6,225,Люцерна
22347,0.385,2022-05-08,6,225,Люцерна
22348,0.23700000000000002,2022-06-07,6,225,Люцерна
22349,0.373,2022-07-02,6,225,Люцерна
22350,0.212,2022-08-01,6,225,Люцерна
22351,0.212,2022-10-05,6,225,Люцерна
22418,0.28700000000000003,2022-04-03,6,223,Люцерна
22419,0.495,2022-05-08,6,223,Люцерна
22420,0.34500000000000003,2022-06-07,6,223,Люцерна
22421,0.468,2022-07-02,6,223,Люцерна
22422,0.298,2022-08-01,6,223,Люцерна
22423,0.296,2022-10-05,6,223,Люцерна
22490,0.161,2022-04-03,6,222,Люцерна
22491,0.338,2022-05-08,6,222,Люцерна
22492,0.123,2022-06-07,6,222,Люцерна
22493,0.241,2022-07-02,6,222,Люцерна
22494,0.21,2022-08-01,6,222,Люцерна
22495,0.139,2022-10-05,6,222,Люцерна
22562,0.011,2022-04-03,3,227,Кукуруза
22563,0.019,2022-05-08,3,227,Кукуруза
22564,0.04,2022-06-07,3,227,Кукуруза
22565,0.077,2022-07-02,3,227,Кукуруза
22566,0.076,2022-08-01,3,227,Кукуруза
22567,0.009000000000000001,2022-10-05,3,227,Кукуруза
22634,0.031,2022-04-03,3,237,Кукуруза
22635,0.053,2022-05-08,3,237,Кукуруза
22636,0.11800000000000001,2022-06-07,3,237,Кукуруза
22637,0.22,2022-07-02,3,237,Кукуруза
22638,0.226,2022-08-01,3,237,Кукуруза
22639,0.047,2022-10-05,3,237,Кукуруза
22706,0.073,2022-04-03,2,240,Ячмень
22707,0.133,2022-05-08,2,240,Ячмень
22708,0.294,2022-06-07,2,240,Ячмень
22709,0.393,2022-07-02,2,240,Ячмень
22710,0.273,2022-08-01,2,240,Ячмень
22711,0.11,2022-10-05,2,240,Ячмень
22778,0.029,2022-04-03,2,239,Ячмень
22779,0.198,2022-05-08,2,239,Ячмень
22780,0.228,2022-06-07,2,239,Ячмень
22781,0.123,2022-07-02,2,239,Ячмень
22782,0.078,2022-08-01,2,239,Ячмень
22783,0.064,2022-10-05,2,239,Ячмень
22850,0.062,2022-04-03,3,266,Кукуруза
22851,0.129,2022-05-08,3,266,Кукуруза
22852,0.249,2022-06-07,3,266,Кукуруза
22853,0.389,2022-07-02,3,266,Кукуруза
22854,0.28500000000000003,2022-08-01,3,266,Кукуруза
22855,0.145,2022-10-05,3,266,Кукуруза
22922,0.033,2022-04-03,3,267,Кукуруза
22923,0.192,2022-05-08,3,267,Кукуруза
22924,0.234,2022-06-07,3,267,Кукуруза
22925,0.157,2022-07-02,3,267,Кукуруза
22926,0.163,2022-08-01,3,267,Кукуруза
22927,0.133,2022-10-05,3,267,Кукуруза
