iter	MultiClass
249	0.4671693025
250	0.4652894479
251	0.4636702078
252	0.4619534528
253	0.4602844521
254	0.4589792322
255	0.457735867
256	0.45604265
257	0.4548100224
258	0.4528364676
259	0.4510837696
260	0.4499412819
261	0.4486559267
262	0.4472560741
263	0.4457765367
264	0.4445490519
265	0.4430447614
266	0.4414173833
267	0.4395594279
268	0.4382990802
269	0.4370817396
270	0.4357014974
271	0.4347379614
272	0.4334078753
273	0.4319324635
274	0.4303465667
275	0.4287625631
276	0.4272138242
277	0.4256648876
278	0.4243845622
279	0.4228424355
280	0.4210302282
281	0.4194852476
282	0.4180460895
283	0.4162571377
284	0.4153879236
285	0.4145225807
286	0.4129356102
287	0.4114823518
288	0.4100491559
289	0.4087096038
290	0.4070483172
291	0.4058324743
292	0.4046140883
293	0.4035068936
294	0.4017828482
295	0.4005131757
296	0.3994046247
297	0.3983098065
298	0.3969941033
299	0.3957799276
300	0.3944813481
301	0.3933002048
302	0.3924609714
303	0.391251232
304	0.3900046737
305	0.3887669316
306	0.3877591168
307	0.3866870456
308	0.3855730127
309	0.3843927171
310	0.3830222518
311	0.3820271245
312	0.3809725161
313	0.3797254774
314	0.3785127993
315	0.3776377643
316	0.3765001933
317	0.3754931415
318	0.3744789124
319	0.3732904787
320	0.3720665261
321	0.3709664804
322	0.3696572763
323	0.3684615524
324	0.3673191212
325	0.3658701014
326	0.3649509854
327	0.3639503762
328	0.3629495691
329	0.3616620099
330	0.3606045193
331	0.359356972
332	0.3583779512
333	0.3573665195
334	0.3566909225
335	0.3553320426
336	0.3539479574
337	0.3529676649
338	0.3517193264
339	0.3506514938
340	0.3495406822
341	0.3487305818
342	0.3474621808
343	0.3464687771
344	0.3450980575
345	0.3439241763
346	0.3430203473
347	0.3423450046
348	0.3412423876
349	0.3403618424
350	0.339501501
351	0.338655938
352	0.3377757602
353	0.3368101049
354	0.3360457244
355	0.3351252238
356	0.334358724
357	0.3330364934
358	0.331938567
359	0.3308255514
360	0.3301130789
361	0.3293918186
362	0.3285469903
363	0.3276869597
364	0.3268910161
365	0.3260534781
366	0.3251837836
367	0.3241208677
368	0.3232903375
369	0.3221564964
370	0.3214152583
371	0.3205404211
372	0.3197481509
373	0.3189475731
374	0.3178636904
375	0.3170067681
376	0.3161271272
377	0.3147296482
378	0.313961792
379	0.3130137126
380	0.3121240121
381	0.3112065916
382	0.310354586
383	0.3091781051
384	0.3083951032
385	0.3074870357
386	0.3064564458
387	0.3057491726
388	0.3050211306
389	0.3042109172
390	0.3034709224
391	0.3026422571
392	0.3016758672
393	0.3009104128
394	0.3003555863
395	0.2995897646
396	0.2988213151
397	0.2981182805
398	0.2973355046
399	0.2965527287
400	0.2959448355
401	0.2951409799
402	0.294204175
403	0.2935476798
404	0.2926718535
405	0.2918826633
406	0.2913618865
407	0.2905488191
408	0.2896562364
409	0.2888925623
410	0.2881327876
411	0.2875977128
412	0.2869171143
413	0.2860930831
414	0.2853637978
415	0.2845437226
416	0.2838786938
417	0.2828279001
418	0.2821829902
419	0.2814092848
420	0.280808908
421	0.280108134
422	0.2792486685
423	0.278556852
424	0.2777293453
425	0.2771988763
426	0.2763697306
427	0.2755523682
428	0.2747075964
429	0.2739360951
430	0.2732246116
431	0.27278027
432	0.2719523112
433	0.2713529799
434	0.2706442374
435	0.2697269016
436	0.2694210476
437	0.2685706245
438	0.2679634377
439	0.2671826681
440	0.2661397581
441	0.2656481708
442	0.2650889361
443	0.2643252337
444	0.2636648107
445	0.2629654778
446	0.2623000533
447	0.2616023311
448	0.260830745
449	0.2601908083
450	0.2596716422
451	0.2592410617
452	0.2586303428
453	0.2580061736
454	0.2574426722
455	0.2568976791
456	0.2562350803
457	0.2556936476
458	0.2548579463
459	0.2541247615
460	0.2535029941
461	0.2527700636
462	0.2522363168
463	0.2516398677
464	0.2507804871
465	0.2502095258
466	0.2494949341
467	0.2487362049
468	0.2481206823
469	0.2477255362
470	0.2470835368
471	0.2464685228
472	0.2457218311
473	0.2449573941
474	0.244367331
475	0.2438982363
476	0.2431742068
477	0.2427284806
478	0.2421581975
479	0.2415128637
480	0.2409793995
481	0.2402137756
482	0.239725014
483	0.2391028228
484	0.2384980096
485	0.2378903989
486	0.2373159903
487	0.2366241738
488	0.2361508687
489	0.2354704115
490	0.2350412157
491	0.2343868114
492	0.2337213163
493	0.2331867642
494	0.2326189677
495	0.2319652134
496	0.2313661505
497	0.2308211998
498	0.2303806588
499	0.2299964057
500	0.2296065154
501	0.229051039
502	0.2285791609
503	0.2279837149
504	0.2274741137
505	0.2268683681
506	0.2261745453
507	0.2255251425
508	0.2250832452
509	0.2245471954
510	0.2240864506
511	0.2236152084
512	0.2232372425
513	0.222624588
514	0.2222066526
515	0.2216440554
516	0.221183466
517	0.2207094828
518	0.2201925066
519	0.2197458338
520	0.2192816275
521	0.2186748646
522	0.2183228669
523	0.2177864357
524	0.2172808329
525	0.2168070193
526	0.2164561095
527	0.2160243705
528	0.2155646006
529	0.2152154993
530	0.2148327015
531	0.2142316606
532	0.2139285052
533	0.2132887946
534	0.2129329399
535	0.2124790616
536	0.212053963
537	0.2115822969
538	0.211091529
539	0.2106471874
540	0.2103316413
541	0.2098618967
542	0.2094631901
543	0.2088605528
544	0.2083943402
545	0.2079884564
546	0.2075034248
547	0.2069939366
548	0.2067081734
549	0.2062366627
550	0.2058672022
551	0.2053803621
552	0.2049955297
553	0.2045136063
554	0.2040244208
555	0.2035816334
556	0.2031603778
557	0.2028469792
558	0.202463588
559	0.2021304095
560	0.2017773381
561	0.2013067034
562	0.2008370011
563	0.2003471375
564	0.2000362255
565	0.1996450354
566	0.1992914412
567	0.1988884255
568	0.1984631009
569	0.1979422958
570	0.1974453396
571	0.1969462218
572	0.1964802495
573	0.1960481714
574	0.195754793
575	0.1954539264
576	0.1949812995
577	0.1946413535
578	0.1940742775
579	0.1936971735
580	0.1932380959
581	0.1928082501
582	0.1923808345
583	0.1920418068
584	0.1917044604
585	0.1912670842
586	0.1908897117
587	0.1905147411
588	0.1900857431
589	0.1897207755
590	0.1892189591
591	0.1889404579
592	0.1885654732
593	0.1881820961
594	0.1878697996
595	0.1874612172
596	0.1871600963
597	0.1867904946
598	0.1863202413
599	0.1859688935
600	0.1857052838
601	0.1852964048
602	0.1849804207
603	0.1847152851
604	0.1842874598
605	0.1839430067
606	0.1836419847
607	0.183105497
608	0.1826546846
609	0.1823158264
610	0.1819665414
611	0.1816048092
612	0.1812836117
613	0.1809165248
614	0.1805607548
615	0.1801931028
616	0.1798098529
617	0.1794715316
618	0.1790386059
619	0.1787142718
620	0.1783562272
621	0.1779838279
622	0.1776486008
623	0.1774026941
624	0.1769685109
625	0.1767730713
626	0.1764644058
627	0.1761913865
628	0.1758026123
629	0.1753501327
630	0.1749723646
631	0.1747185319
632	0.1744262413
633	0.1741372285
634	0.173885628
635	0.1735177217
636	0.1731966654
637	0.1728164249
638	0.1724938287
639	0.172178664
640	0.1718665653
641	0.171571336
642	0.1712220934
643	0.170855289
644	0.1705576014
645	0.1702531744
646	0.170026765
647	0.1696326644
648	0.1693205516
649	0.1689981955
650	0.1686559748
651	0.168247788
652	0.1679241322
653	0.1677170648
654	0.1674729806
655	0.1671628599
656	0.1668243691
657	0.1665359921
658	0.1662140316
659	0.1659056487
660	0.1656122985
661	0.165298914
662	0.1650204694
663	0.164654979
664	0.1643528691
665	0.1639817838
666	0.1637487341
667	0.1634190453
668	0.1631275036
669	0.1627664354
670	0.1625413118
671	0.1621965196
672	0.1619358345
673	0.1616421735
674	0.1612832246
675	0.1610564338
676	0.1608542548
677	0.1605963389
678	0.1602417133
679	0.1600070671
680	0.1597114704
681	0.1594138534
682	0.1592552044
683	0.1590573487
684	0.1587543064
685	0.1584775006
686	0.1582492546
687	0.1579832995
688	0.1576624552
689	0.1574338842
690	0.1570756418
691	0.1567338732
692	0.1564744455
693	0.1562016381
694	0.1559748614
695	0.1556843934
696	0.1554752491
697	0.1552181385
698	0.1548851013
699	0.1546300959
700	0.1543386106
701	0.153981894
702	0.1536236516
703	0.1533506605
704	0.153070577
705	0.1528420907
706	0.1526054665
707	0.1523294519
708	0.1520760713
709	0.1518274378
710	0.1516203421
711	0.1512567449
712	0.1510279338
713	0.1506781684
714	0.1504439601
715	0.1501047205
716	0.1498321957
717	0.1496180499
718	0.1492495925
719	0.1489939089
720	0.1487352442
721	0.148463991
722	0.1482207404
723	0.1479962808
724	0.1477814851
725	0.1475309866
726	0.1472351498
727	0.1469889605
728	0.1466480114
729	0.1464627866
730	0.146225682
731	0.1459448355
732	0.1457609106
733	0.1455584773
734	0.1452691396
735	0.1449552607
736	0.1447262234
737	0.1444513392
738	0.1442135281
739	0.1439343488
740	0.143632253
741	0.1434757091
742	0.1431929977
743	0.1428769288
744	0.1426714014
745	0.1424257349
746	0.142227738
747	0.1420321005
748	0.1418086864
749	0.1415700277
750	0.1412545663
751	0.1410545349
752	0.1407382965
753	0.1405714247
754	0.1402640166
755	0.1400378192
756	0.139892013
757	0.1396158006
758	0.1394031383
759	0.1392206263
760	0.1390493605
761	0.1388329683
762	0.1385670273
763	0.138356781
764	0.138124805
765	0.1379157031
766	0.1376934052
767	0.1374976547
768	0.1372107047
769	0.1370155334
770	0.1368404247
771	0.1366336116
772	0.1363827176
773	0.1360861743
774	0.1358748825
775	0.1356914096
776	0.1355074282
777	0.135289058
778	0.135062804
779	0.1348550302
780	0.1346685198
781	0.1344931143
782	0.1342572813
783	0.1339909165
784	0.1337656092
785	0.1335254952
786	0.1332750956
787	0.1330526988
788	0.1328486125
789	0.1326519012
790	0.1324792367
791	0.1322993243
792	0.1321122911
793	0.1318556044
794	0.1316637392
795	0.1314841376
796	0.1313186928
797	0.1311024136
798	0.1309147446
799	0.1307157587
800	0.1305477707
801	0.130374965
802	0.1301107336
803	0.1299522541
804	0.1297881232
805	0.1295678739
806	0.1294216721
807	0.1292055483
808	0.1290278965
809	0.128814669
810	0.1286501284
811	0.1284231539
812	0.1282005593
813	0.1280442273
814	0.1278872455
815	0.1277079829
816	0.1274841591
817	0.1272735596
818	0.127072087
819	0.126867153
820	0.1266977098
821	0.1265300044
822	0.1263522395
823	0.1261627197
824	0.1259781025
825	0.1257248914
826	0.1255385929
827	0.1253760161
828	0.1252199526
829	0.1249987284
830	0.1248720805
831	0.124666652
832	0.1244850441
833	0.1243160389
834	0.1242114314
835	0.1240327058
836	0.1238548279
837	0.1236763989
838	0.1235098945
839	0.1232989417
840	0.1231021033
841	0.1228836625
842	0.1227255221
843	0.1224888837
844	0.1223027406
845	0.1221447697
846	0.1219417572
847	0.1217719749
848	0.1216189632
849	0.121448319
850	0.121316048
851	0.1211230243
852	0.1209886339
853	0.1208116885
854	0.1206216883
855	0.1204340476
856	0.1202626264
857	0.1201161844
858	0.1199643029
859	0.1198373583
860	0.1196340632
861	0.1194370552
862	0.1192617911
863	0.1191133287
864	0.1189156426
865	0.1187371289
866	0.1185924954
867	0.1184236103
868	0.1182546898
869	0.1180812836
870	0.1179437002
871	0.1177647767
872	0.1176391743
873	0.1174590358
874	0.1173395086
875	0.1171868006
876	0.1170337324
877	0.1168678425
878	0.1166385297
879	0.1165055946
880	0.1163391325
881	0.116198243
882	0.1160034957
883	0.1158505051
884	0.1157205582
885	0.1155589068
886	0.1154364833
887	0.1152614876
888	0.1150589554
889	0.1149174231
890	0.1147888184
891	0.1145873458
892	0.1144475442
893	0.114301074
894	0.1141635612
895	0.1140223185
896	0.1138881542
897	0.1137203287
898	0.1135481093
899	0.1133640148
900	0.1132363637
901	0.1130561122
902	0.1128943055
903	0.1126986115
904	0.1125395174
905	0.1124049363
906	0.1122603876
907	0.1121051223
908	0.111925775
909	0.111768115
910	0.1116320999
911	0.1114675592
912	0.1113002989
913	0.1110981341
914	0.1109463727
915	0.1108102516
916	0.1106594298
917	0.110479482
918	0.110331825
919	0.1101856585
920	0.1100615325
921	0.1099095168
922	0.1097591188
923	0.1095855218
924	0.1094370807
925	0.1092806074
926	0.1090960467
927	0.1089791051
928	0.1088123816
929	0.1086832682
930	0.1085601524
931	0.1084275564
932	0.1083094138
933	0.1081347501
934	0.1079992789
935	0.1078524554
936	0.1077287109
937	0.1075863874
938	0.1074559106
939	0.1073325122
940	0.1071710445
941	0.1070247085
942	0.1068879022
943	0.1067535824
944	0.106604562
945	0.1065005055
946	0.1063501641
947	0.1062479655
948	0.1061094637
949	0.1059895056
950	0.1058770356
951	0.1056933226
952	0.1055380433
953	0.1054160224
954	0.1052558193
955	0.105093956
956	0.1049586119
957	0.1048243063
958	0.1046908343
959	0.1045806602
960	0.1044491662
961	0.1043393382
962	0.1041956584
963	0.1040187694
964	0.1038834395
965	0.1037451285
966	0.103554542
967	0.10339898
968	0.103293871
969	0.1031358578
970	0.1029919801
971	0.1028927556
972	0.1027725149
973	0.102654775
974	0.1025677151
975	0.1024291992
976	0.1022817965
977	0.1021748154
978	0.1020273915
979	0.1019094891
980	0.1018096712
981	0.1017182597
982	0.1015849431
983	0.101457723
984	0.1013282493
985	0.1012005064
986	0.1010815726
987	0.1009869046
988	0.1008595219
989	0.1007072166
990	0.1005501641
991	0.1003981696
992	0.1002977866
993	0.1001747414
994	0.1000279674
995	0.09991722107
996	0.09977322331
997	0.09963817596
998	0.09949498353
999	0.09933826305
